analysis_id,scope,batch_id,cluster_id,finding_id,classification,relation_family,cause_theme,effect_theme,gap_label,explanation,policy_evidence_ids,sentiment_evidence_ids,counterevidence_ids,evidence_quality,direct_causal_comparability,direct_comparability_share,policy_to_sentiment_deficit,sentiment_to_policy_deficit,classification_agreement,relation_agreement,representative_confidence,mean_confidence,mean_evidence_faithfulness,recurrent_runs,total_runs,usable_runs,run_recurrence,attempt_recurrence,finding_match_stability,evidence_jaccard_stability,member_finding_ids,machine_retained,human_is_gap,human_category,human_evidence_faithful,human_confirmed,human_notes
ireland__batch_01,ireland,1,ireland__batch_01__cluster_03,S2,sentiment_gap,risks_or_threatens,AI use by students,examination system credibility,Sentiment warns AI undermines exam credibility,"Sentiment evidence states AI use among students has potential to undermine credibility of examination system. Policy evidence addresses AI-generated content in assessments but focuses on identification and treatment, not on systemic credibility risk. Both concern AI in assessment, but sentiment expresses a broader threat not mirrored in policy.","[""clean_sentence_009711""]","[""clean_sentence_017246""]",[],adequate,True,1.0,0.15,0.7,1.0,1.0,0.8,0.775,0.8500000000000001,2,4,3,0.6666666666666666,0.5,0.6801675977653631,1.0,"[""run_2:S2"", ""run_4:S2""]",True,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_04,S3,policy_gap,requires_or_depends_on,AI response accuracy,dataset quality,Accuracy dependency on datasets,"Policy evidence states that the accuracy of AI responses depends on the datasets used. Sentiment evidence questions whether teachers will evaluate AI-produced resources for gaps and hallucinations, implying a concern about accuracy but not explicitly linking it to dataset quality. Both address AI output reliability in education, but policy explicitly states the dependency, while sentiment focuses on teacher evaluation burden. The causal relationship is comparable but policy is more direct.","[""clean_sentence_014513""]","[""clean_sentence_017211""]",[],adequate,True,1.0,0.7,0.3,1.0,1.0,0.7,0.7,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_2:S3""]",False,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_05,S4,partial_alignment,enables_or_supports,AI tools,critical thinking development,AI impact on critical thinking,"Sentiment evidence argues that AI undermines creativity, critical thinking, and problem-solving, while policy evidence states that learners must learn to use digital technologies critically, aware of opportunities and risks. Both address the relationship between AI/digital technologies and critical thinking, but sentiment frames AI as undermining these skills, whereas policy frames critical use as a goal. The causal direction differs: sentiment sees AI as a threat, policy sees critical engagement as necessary.","[""clean_sentence_007878""]","[""clean_sentence_017245""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.65,0.65,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_2:S4""]",False,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_06,S4,sentiment_gap,requires_or_depends_on,lack of training opportunities,lack of knowledge on GenAI use,Sentiment highlights training deficit,"Sentiment evidence identifies lack of training opportunities as main barrier leading to lack of knowledge on GenAI use. Policy evidence mentions supporting schools in understanding digital technologies but does not explicitly address training deficits as a causal barrier. Both concern educator capability, but sentiment expresses a specific unmet need not directly addressed in policy.","[""clean_sentence_008245""]","[""clean_sentence_019315""]",[],adequate,True,1.0,0.0,0.7,1.0,1.0,0.75,0.75,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S4""]",False,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_07,S5,sentiment_gap,requires_or_depends_on,clear institutional policies,effective GenAI use,Sentiment reports policy clarity gap,"Sentiment evidence reports lack of clear institutional policies or guidance on GenAI use, with decisions left to individual educators. Policy evidence provides guidance documents but does not address the perceived absence or ineffectiveness of institutional policies. Both concern policy guidance for GenAI, but sentiment highlights a deficiency not acknowledged in policy.","[""clean_sentence_009711""]","[""clean_sentence_019138""]",[],adequate,True,1.0,0.0,0.7,1.0,1.0,0.75,0.75,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S5""]",False,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_01,S1,partial_alignment,enables_or_supports,GenAI integration,equitable benefits,Equitable benefits vs. responsible integration,"Policy 007201 urges integrating AI tools to enhance learning and teaching. Sentiment 019281 calls for responsible, well-planned integration to ensure equitable benefits. Both address AI integration in education, but sentiment adds conditions of responsibility and equity not explicit in policy. Directly comparable causal relationship with a difference in emphasis.","[""clean_sentence_007201""]","[""clean_sentence_019281""]",[],adequate,True,1.0,0.4,0.2,1.0,1.0,0.7,0.7,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_2:S1""]",False,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_02,S2,sentiment_gap,risks_or_threatens,AI technology,human creativity and critical thinking,AI threat to creativity,"Sentiment 017236 states AI strangulates human creativity, critical thinking, and independence of thought. Policy 005561 encourages students to express ideas innovatively but does not address AI's potential negative impact on creativity. The sentiment expresses a risk not present in policy, indicating a sentiment gap.","[""clean_sentence_005561""]","[""clean_sentence_017236""]",[],adequate,True,1.0,0.45,0.5,0.5,1.0,0.6,0.675,0.8,2,4,3,0.6666666666666666,0.5,0.6951612903225807,0.6666666666666666,"[""run_2:S2"", ""run_3:S2""]",False,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_03,S1,partial_alignment,enables_or_supports,GenAI use,teacher time savings,GenAI reduces teacher workload,"Policy states generative AI allows a potential decrease in workload, allowing more time for teachers. Sentiment reports an increase in belief that AI would enable teachers to have more time to focus on student learning. Both express a causal link from AI to time savings, but policy frames it as workload reduction while sentiment emphasizes focus on student learning, a related but distinct outcome.","[""clean_sentence_015235""]","[""clean_sentence_016764""]",[],strong,True,1.0,0.2333333333333333,0.2333333333333333,0.6666666666666666,0.6666666666666666,0.85,0.8666666666666667,0.8333333333333334,3,4,3,1.0,0.75,0.7489271938283512,1.0,"[""run_2:S3"", ""run_3:S1"", ""run_4:S1""]",True,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_04,S3,alignment,enables_or_supports,GenAI tools,idea generation and creativity,GenAI supports creativity,"Sentiment admits GenAI can support idea generation and creativity. Policy encourages students to express their ideas innovatively while respecting academic standards, and explores approaches to integrate AI tools to enhance learning and teaching. Both corpora acknowledge a supportive role of AI in fostering creativity and idea generation, with no material difference in causal emphasis.","[""clean_sentence_005561"", ""clean_sentence_007201""]","[""clean_sentence_019287""]",[],strong,True,1.0,0.1,0.1,1.0,1.0,0.9,0.9,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_3:S3""]",False,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_05,S4,sentiment_gap,requires_or_depends_on,clear policies and guidelines,responsible GenAI integration,Need for clear policies,"Sentiment reports staff want clear policies and guidelines and call for responsible, well-planned integration of GenAI in curricula. Policy provides some guidance on responsible use and referencing, but does not explicitly address the need for clear policies as a prerequisite for integration in the cited evidence. The sentiment expresses a stronger causal requirement than policy, indicating a sentiment gap.","[""clean_sentence_005471"", ""clean_sentence_014505""]","[""clean_sentence_019281""]",[],adequate,True,1.0,0.2,0.7,1.0,1.0,0.7,0.7,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_3:S4""]",False,,,,,
ireland__batch_02,ireland,2,ireland__batch_02__cluster_06,S3,alignment,enables_or_supports,GenAI tools,teaching content generation,GenAI supports teaching material creation,"Policy notes GenAI suggests differentiated activities and practical classroom supports tailored to lessons. Sentiment describes GenAI used to generate content for teaching, including images, slides, worksheets, quizzes, and summary sheets. Both express that GenAI enables creation of teaching materials, with closely corresponding causal meaning.","[""clean_sentence_009898""]","[""clean_sentence_019332""]",[],strong,True,1.0,0.1,0.1,1.0,1.0,0.9,0.9,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S3""]",False,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_01,S1,partial_alignment,enables_or_supports,teacher professional learning,classroom practice improvement,Teacher professional learning emphasis,"Policy states continuous professional growth causes classroom practice to evolve and improve. Sentiment indicates teachers intend to use AI but need carefully designed learning activities to understand AI. Both address teacher professional learning as enabling better practice, but policy asserts a direct causal improvement while sentiment highlights a need for better design, showing partial alignment.","[""clean_sentence_007943""]","[""clean_sentence_016936""]",[],adequate,True,1.0,0.4000000000000001,0.4000000000000001,1.0,1.0,0.7,0.6999999999999998,0.8000000000000002,3,3,3,1.0,1.0,1.0,1.0,"[""run_1:S1"", ""run_2:S1"", ""run_3:S1""]",True,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_02,S2,sentiment_gap,requires_or_depends_on,educator GenAI familiarity,confident teaching of GenAI,Educator GenAI competence requirement,Sentiment explicitly states educators must be familiar with and practice GenAI to confidently teach others. Policy evidence on teacher professional learning is generic and does not specifically require hands-on GenAI familiarity for teaching. This creates a sentiment gap where sentiment expresses a stronger prerequisite than policy.,"[""clean_sentence_008457""]","[""clean_sentence_019299""]",[],adequate,True,1.0,0.6,0.2,1.0,1.0,0.6,0.6,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S2""]",False,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_03,S3,policy_gap,risks_or_threatens,AI training data biases,perpetuation of inequalities,Disability bias risk emphasis,"Policy explicitly links training data biases to perpetuating inequalities for people with disabilities. Sentiment evidence on AI risks is general, mentioning enormous risks but not specifically disability-related bias. Policy expresses a stronger, more specific causal risk than sentiment.","[""clean_sentence_000363""]","[""clean_sentence_017249""]",[],adequate,True,1.0,0.2,0.7,1.0,1.0,0.6,0.6,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S3""]",False,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_04,S4,alignment,enables_or_supports,clear policies and guidelines,responsible GenAI integration,Need for clear AI policies,"Policy states educational settings should establish their own AI usage policies based on needs. Sentiment states staff want clear policies and guidelines for responsible integration. Both express that clear policies enable responsible AI use, showing substantial correspondence.","[""clean_sentence_000807""]","[""clean_sentence_019281""]",[],strong,True,1.0,0.1,0.1,1.0,1.0,0.8,0.8,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S4""]",False,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_05,S2,policy_gap,requires_or_depends_on,clear guidance and support,digital technology integration,"Policy mandates support, sentiment reports lack","Policy requires flexible, needs-based professional learning to ensure clear guidance and support for digital technology use. Sentiment reports limited institutional support and inconsistent access to GenAI education. Both address support for technology integration, but policy frames it as a requirement while sentiment indicates current deficiency.","[""clean_sentence_008457""]","[""clean_sentence_019133""]",[],adequate,True,1.0,0.6,0.2,1.0,1.0,0.75,0.75,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_2:S2""]",False,,,,,
ireland__batch_03,ireland,3,ireland__batch_03__cluster_06,S3,alignment,risks_or_threatens,AI use in education,risks to students and teachers,Shared recognition of AI risks,"Policy acknowledges significant risks alongside opportunities in public services, and sentiment cites an OECD report that AI has potential benefits but enormous risks. Both express a balanced view of AI risks and benefits, with directly comparable causal meaning.","[""clean_sentence_000521""]","[""clean_sentence_017249""]",[],strong,True,1.0,0.1,0.1,1.0,1.0,0.85,0.85,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_2:S3""]",False,,,,,
