analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
global__batch_03,global,3,clean_sentence_017251,sentiment,"AI's application in education, in the form our Department of Education intends it to be used, should be resisted until we are satisfied that we can control these inherent risks.",markdown/cleaned/sentiment/AI is a threat to the essence of education – The Irish Times.md,sentiment_original_ai_is_a_threat_to_the_essence_of_education_the_irish_times,sentiment_original_ai_is_a_threat_to_the_essence_of_education_the_irish_times_chunk_0006,ireland,Schools across Ireland are now looking at bringing in policies related to the acceptable use of AI. Will these policies include sections on teachers' use?,,nan,nan,True
global__batch_03,global,3,clean_sentence_005172,policy,Collaborative practice will ensure our implementation of AI tools will be of a high standard across the Trust.,markdown/cleaned/policy/usa/AI-Policy-April-2025-v2.md,policy_ai_policy_april_2025_v2,policy_ai_policy_april_2025_v2_chunk_0005,usa,Guiding Principles,5.0,P5,policy,True
global__batch_03,global,3,clean_sentence_018922,sentiment,Un paradoxe révélateur : optimisme individuel vs inquiétude collective,"markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0002,france,2) Une utilité perçue très forte qui encourage l'utilisation de ces outils,8.0,S8,sentiment,True
global__batch_03,global,3,clean_sentence_007319,policy,The Technical Team will pursue robust cybersecurity measures to protect the integrity and availability of our infrastructure and data.,markdown/cleaned/policy/australia/Artificial Intelligence Policy.md,policy_artificial_intelligence_policy,policy_artificial_intelligence_policy_chunk_0011,australia,Responsibilities,6.0,P6,policy,True
global__batch_03,global,3,clean_sentence_006819,policy,Use only with acknowledgement Students are allowed to use advanced automated tools (artificial intelligence or machine learning tools such as ChatGPT or Dall -E 2) on assignments in this course if that use is properly documented and credited.,markdown/cleaned/policy/usa/AI Resources.md,policy_ai_resources,policy_ai_resources_chunk_0008,usa,,0.0,P0,policy,True
global__batch_03,global,3,clean_sentence_013197,policy,"AI can help personalize learning, support teachers, and prepare students with future-ready skills.",markdown/cleaned/policy/usa/Model Policy Artificial Intelligence AI Use in Schools.docx.md,policy_model_policy_artificial_intelligence_ai_use_in_schools_docx,policy_model_policy_artificial_intelligence_ai_use_in_schools_docx_chunk_0007,usa,,1.0,P1,policy,True
global__batch_03,global,3,clean_sentence_004686,policy,"This principle further states that AI systems should not pose unreasonable safety risks including to physical security, in conditions of normal or foreseeable use or misuse throughout their lifecycle.",markdown/cleaned/policy/australia/ai-in-australian-education-snapshot-principles-policy-and-practice_august-2023.md,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0082,australia,Rationale for this principle,6.0,P6,policy,True
global__batch_03,global,3,clean_sentence_015441,sentiment,"While there is a common agreement that youth workers should not be expected to become AI experts, there is an urgent need to return to the democratic fundamentals of youth work as a sociopolitical practice.",markdown/cleaned/sentiment/051024_Insights into AI and the youth sector.md,sentiment_original_051024_insights_into_ai_and_the_youth_sector,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0026,other,3. AI and youth work,4.0,S4,sentiment,True
global__batch_03,global,3,clean_sentence_017462,sentiment,"Participants also talked about how algorithmically curated content might distort young people's vision of reality (e.g., by pushing radical content or disinformation th eir way) and leading to radicalisation and social isolation (Schlegel, 2021; UN Counter Terrorism-Centre, 2022).",markdown/cleaned/sentiment/AI_views of youth workers.md,sentiment_original_ai_views_of_youth_workers,sentiment_original_ai_views_of_youth_workers_chunk_0026,other,"Data profiling, polarisation, and social isolation",0.0,S0,sentiment,True
global__batch_03,global,3,clean_sentence_005122,policy,"■ La formation n'a pas eu d' impact sur les perceptions liées à l'IA , excepté la facilité d'utilisation perçue de l'IA en Italie.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
global__batch_03,global,3,clean_sentence_015280,policy,"Conclusion Addressing the concerns associated with generative AI requires not just technological solutions, but also robust policy frameworks, ethical guidelines, and harmonised standards to ensure responsible use of data (synthetic or otherwise) and AI models.",markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0013,ireland,,,nan,nan,True
global__batch_03,global,3,clean_sentence_000801,policy,The principles in these guidelines are applicable to any and all uses of all forms of AI across all domains but within the educational context there is a need for further guidelines more specific to education.,markdown/cleaned/policy/ireland/ai-advisory-council-ai-on-education-paper.md,policy_ai_advisory_council_ai_on_education_paper,policy_ai_advisory_council_ai_on_education_paper_chunk_0005,ireland,Guidelines on the use of AI,6.0,P6,policy,True
global__batch_03,global,3,clean_sentence_018632,sentiment,""" According to these studies, women's lack of self-confidence could be partly responsible for this situation: women who don't use artificial intelligence more often than men indicate their need for training to use this new technology .",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0002,france,Utilisation personnelle des outils d'IA dans le cadre de la vie privée (par genre),6.0,S6,sentiment,True
global__batch_03,global,3,clean_sentence_009963,policy,"Policy alignment While some schools may wish to issue standalone AI guidance or develop a discrete policy, in addition to updating the digital learning plan, reviewing existing policies first can help identify overlaps, gaps, or conflicts that might arise with introducing AI ­ specific guidance.",markdown/cleaned/policy/ireland/Guidance_on_Artificial_Intelligence_in_Schools_2025.md,policy_guidance_on_artificial_intelligence_in_schools_2025,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0037,ireland,Policy alignment,6.0,P6,policy,True
global__batch_03,global,3,clean_sentence_010430,policy,Are students clear about the policy?,markdown/cleaned/policy/usa/GuideToAIInSchools.md,policy_guidetoaiinschools,policy_guidetoaiinschools_chunk_0034,usa,Unexpected AI Additions to Software,7.0,P7,policy,False
global__batch_03,global,3,clean_sentence_010378,policy,"I think it's important to have [a skeptic], and if you don't, it's important to get one on the team to have those engaging conversations that hopefully lead to a more well-rounded policy.'",markdown/cleaned/policy/usa/GuideToAIInSchools.md,policy_guidetoaiinschools,policy_guidetoaiinschools_chunk_0029,usa,"Sara Falls (English teacher, Abraham Lincoln High School in San Francisco Unified School District):",,nan,nan,True
global__batch_03,global,3,clean_sentence_008221,policy,DE STEM EDUCATION POLICY STATEMENT 2017-2026 In that context it is an aim of this Digital Strategy to align with strategies relevant to digital technology and to assist schools in understanding how to make appropriate linkages across different but dependent policy areas.,markdown/cleaned/policy/ireland/digital-strategy-for-schools-to-2027.md,policy_digital_strategy_for_schools_to_2027,policy_digital_strategy_for_schools_to_2027_chunk_0078,ireland,3.2. Key relevant strategies and policies.,5.0,P5,policy,True
global__batch_03,global,3,clean_sentence_009425,policy,Review its alignment to the school and agency strategic directions.,markdown/cleaned/policy/australia/generative-artificial-intelligence-guidelines.md,policy_generative_artificial_intelligence_guidelines,policy_generative_artificial_intelligence_guidelines_chunk_0009,australia,3.5.1. Selecting generative AI tools,7.0,P7,policy,False
global__batch_03,global,3,clean_sentence_014773,policy,"I chose California due to its highincome inequality, but central proximity to the epicenter of AI innovation: Silicon Valley.","markdown/cleaned/policy/usa/The New AI Powered Classroom  Implications  for Students, Teachers, and Equity.md",policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0014,usa,Research Question,8.0,P8,policy,True
global__batch_03,global,3,clean_sentence_016069,sentiment,"AI has the potential to drive economic growth, improve public services, and address societal challenges in Europe.",markdown/cleaned/sentiment/3RemittancesReview-Volume8-Issue4Saajdmalakand.md,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0007,other,The Impact of AI,3.0,S3,sentiment,True
global__batch_03,global,3,clean_sentence_018320,sentiment,"Enhancing student engagement its best, artificial intelligence can provide personal learning and act as a study coach.' (School director in Finland, translation) 37 At the same time, students emphasised the importance of teachers in providing personal feedback and guidance, ensuring that AI complements and does not replace traditional teaching by a human being.",markdown/cleaned/sentiment/generative artificial intelligence in secondary education-KJ0125604ENN.md,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0058,other,5.2.2.1. Enhancing student engagement,1.0,S1,sentiment,True
global__batch_03,global,3,clean_sentence_015829,sentiment,"Hommes : 68 % positifs, 22 % négatifs, 10 % ne sait pas..",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0005,france,Sur les entreprises françaises,8.0,S8,sentiment,False
global__batch_03,global,3,clean_sentence_016221,sentiment,Acknowledging and integrating these optimistic narratives into both AI development and policy considerations could prove instrumental in aligning technological progress with societal expectations and ethical imperatives.,markdown/cleaned/sentiment/3RemittancesReview-Volume8-Issue4Saajdmalakand.md,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0026,other,4.3 Qualitative Analysis under the themes of Hope,6.0,S6,sentiment,True
global__batch_03,global,3,clean_sentence_015931,sentiment,"L'AI Act impose également une obligation de documentation dont la granularité dépend du niveau de risque : informations minimales pour les systèmes d'IA générale (capacités, limites, données d'entrainements) , documentation plus détaillée pour les systèmes à haut risque (architecture, performances, supervision humaine, limites et incertitudes) .",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0014,france,"Bien que cet article constitue un point de départ important, il ne proclame aucun droit universel à la formation pour le grand public.",8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_004965,policy,"This funding is being channeled into various initiatives: from supporting research labs and university programs, to providing grants and equity investment for AI startups, to cofinancing industrial AI projects in sectors like healthcare, mobility, and defense.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0020,france,(V) France's Investment in AI and Computing Power,8.0,P8,policy,True
france__batch_01,france,1,clean_sentence_012585,policy,"Quiz Wizard , permet de créer des questionnaires composés de questions variées et des Flashcards à partir de plusieurs types de sources (URL, PDF, prompt, vidéo, audio…).",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0023,france,QUELS OUTILS UTILISER ?,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_012711,policy,"One of the key questions is whether humans can possibly cede basic levels of thinking and skill-acquisition processes to AI and rather concentrate on higher-order thinking skills based on the outputs provided by AI.' (Miao & Holmes, 2023) 'Generative AI models that generate text, image, video, and audio (e.g., music, speech) content are advancing at breakneck speed.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0013,france,The new challenges of generative AI,0.0,P0,policy,True
france__batch_01,france,1,clean_sentence_018925,sentiment,"Ce décalage illustre un réflexe de survie professionnelle : les jeunes anticipent que l'IA va transformer, voire menacer, l'emploi en général, mais estiment qu'individuellement, leur meilleure stratégie est de se positionner du côté des concepteurs plutôt que des impactés.","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0003,france,3) Les données révèlent une tension fascinante entre la perception macro-sociale de l'IA et les stratégies individuelles d'adaptation :,8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_012406,policy,"La prise en compte des points de vigilance suivants permet une utilisation des intelligences artificielles génératives de manière efficace et responsable, tout en optimisant les gestes professionnels 1.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0007,france,Huit points de vigilances,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_018643,sentiment,"Moreover, distrust of artificial intelligence increases with age.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,True
france__batch_01,france,1,clean_sentence_017861,sentiment,"However, 20% have to drive 7 minutes or more to get there.",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0004,france,The current digital mediation landscape,5.0,S5,sentiment,True
france__batch_01,france,1,clean_sentence_005123,policy,■ La formation a eu un impact limité sur l'usage de l'IA .,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_018919,sentiment,"Sur l'ensemble des jeunes, les utilisations d'IA générative les plus cités sont la recherche et l'apprentissage (71%), 6 jeunes sur 10 citent la rédaction de textes, l'aide aux devoirs et le recours à l'IA par curiosité, et 5 sur 10 l'utilisent pour se confier et créer des d'images, vidéos ou de la musique.","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0002,france,2) Une utilité perçue très forte qui encourage l'utilisation de ces outils,8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_015857,sentiment,"Inférieur au Bac : 37 % positifs, 46 % négatifs, 17 % ne sait pas..",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0006,france,Sur la société française en général,8.0,S8,sentiment,False
france__batch_01,france,1,clean_sentence_011235,policy,"On parle d' IA prédictive pour les modèles permettant de classifier des données ou d'anticiper des événements, tendances ou risques, et d' IA générative pour les modèles capables de produire des contenus (texte, image, son, vidéo).",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0003,france,DÉFINITIONS,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_011767,policy,"Dans le cadre de la modernisation des services, le recours à l'IA est envisagé à terme pour faire de l'analyse de données, pour aider au pilotage mais aussi pour améliorer la relation avec les usagers.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0064,france,L'IA en administration : des usages dispersés et des potentialités multiples,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_012335,policy,"Léo Briand, fondateur et président de Vittascience - -M.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0147,france,Proposition de feuille de route pour le déploiement de formations à l'IA dans les établissements,2.0,P2,policy,False
france__batch_01,france,1,clean_sentence_018651,sentiment,"Young people are consistently among the respondents who most frequently perceive AI as an opportunity, across all fields.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,False
france__batch_01,france,1,clean_sentence_018638,sentiment,It should be noted that distrust of artificial intelligence decreases with personal use.,markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0004,france,Degré de confiance dans l'intelligence artificielle,0.0,S0,sentiment,True
france__batch_01,france,1,clean_sentence_012532,policy,"P/T — Style, format, mots-clés, étapes limite ainsi les réponses imprécises ou incorrectes, souvent qualifiées d'hallucinations ou confabulations .",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0016,france,"P/T — Style, format, mots-clés, étapes",2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_005126,policy,Pistes pour soutenir l'usage de l'IA dans l'éducation basées sur les retours des enseignants et des chefs d'établissement - ■ Offrir des opportunités de formation à l'IA aux enseignants : privilégier des pistes pratiques aux apports théoriques et favoriser les interactions avec les formateurs et entre pairs.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_011307,policy,"l'utilisation pédagogique en classe des IA génératives par les élèves , limitée, encadrée, expliquée et accompagnée par l'enseignant, est autorisée en classe à partir de la 4 e .",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0017,france,Exercez votre esprit critique,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_015935,sentiment,Günther Anders décrivait ce qu'il appelait la « disproportion prométhéenne » : la technique progresse à une échelle et dans des environnements que l'imagination humaine peine à suivre .,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0014,france,"Bien que cet article constitue un point de départ important, il ne proclame aucun droit universel à la formation pour le grand public.",8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_012451,policy,"Apparue officiellement en 1956 lors de la conférence de Dartmouth, l'expression Artificial Intelligence n'est pas neutre et met l'accent sur les oppositions entre les approches symbolique et connexionniste de ces technologies.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0011,france,GESTES PROFESSIONNELS,2.0,P2,policy,False
france__batch_01,france,1,clean_sentence_018909,sentiment,"La représentativité de l'échantillon a été assurée par la méthode des quotas (sexe, âge, profession de l'interview(é)) après stratification par région et catégorie d'agglomération.","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0001,france,Enrichissez votre expérience,8.0,S8,sentiment,False
france__batch_01,france,1,clean_sentence_015967,sentiment,"Former pour comprendre les usages et les impacts du parlement européen et du conseil établissant des règles en vue de prévenir et de combattre les abus sexuels sur enfants, n° 2022/0155, du 11 mai 2022 ; Voir également : Le Monde, « Chat Control » : le projet européen de surveillance des messageries largement abandonné , 31 oct.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0017,france,Former pour comprendre les usages et les impacts,8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_017847,sentiment,"The second edition of this series of studies follows on from the first, focusing on professionals in the digital meditation sector .",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0001,france,LASOCIETENUMERIQUE FRANCAISE,8.0,S8,sentiment,False
france__batch_01,france,1,clean_sentence_015939,sentiment,C'est précisément pour éviter ce glissement que la formation doit être pensée comme un levier de maîtrise collective et non comme une simple faculté individuelle.,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0014,france,"Bien que cet article constitue un point de départ important, il ne proclame aucun droit universel à la formation pour le grand public.",8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_004918,policy,"Consequently, if an AI autonomously generates content (text, image, music, etc.) with no direct human creative input, such content does not qualify as a protectable work under current French law.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0015,france,(IV) Protection of AI-Generated Outputs,6.0,P6,policy,True
france__batch_01,france,1,clean_sentence_017864,sentiment,"Indeed, while these places can help identify and direct people in difficulty towards digital mediation services, the help they provide is not part of a process of appropriating digital technologies.",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0004,france,The current digital mediation landscape,5.0,S5,sentiment,True
france__batch_01,france,1,clean_sentence_017855,sentiment,"It is within the framework of popular education that mediation applied to the field of digital technologies has developed, advocating the dissemination of a technical culture defined as a minimum of knowledge and know-how enabling individuals to ""reappropriate"" technologies.",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0003,france,A professional field rooted in popular education,5.0,S5,sentiment,True
france__batch_01,france,1,clean_sentence_018637,sentiment,"Utilisation personnelle des outils d'intelligence artificielle selon la tranche d'âge Get the data · Created with Datawrapper The majority of French people do not trust artificial intelligence 56% of French people have no confidence in artificial intelligence, with 21% expressing strong distrust.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0004,france,Degré de confiance dans l'intelligence artificielle,0.0,S0,sentiment,True
france__batch_01,france,1,clean_sentence_018929,sentiment,"Parmi les freins à la formation, les 'risques éthiques liés à l'IA' arrivent en tête des citations chez ceux qui ne souhaitent pas se former (43%).","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0004,france,4) Une génération familière et habituée à l'IA mais exigeante sur l'étique d'usage de tels outils,8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_011750,policy,extrait 7) et concerne principalement l'aide à la rédaction de comptes rendus.,"markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0062,france,L'IA en administration : des usages dispersés et des potentialités multiples,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_012984,policy,"One guide produced by (Herft, 2023), an Australian teacher, and translated into French, proposes a series of examples of instructions to enter to make it a teaching and learning assistant.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0049,france,What are the educational opportunties?,0.0,P0,policy,True
france__batch_01,france,1,clean_sentence_004808,policy,"Crucially, France has leveraged or amended existing laws to address AI implications.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0003,france,(I) Recent AI Regulations in France (Last Five Years),6.0,P6,policy,False
france__batch_01,france,1,clean_sentence_011737,policy,"(aide à l’écriture, la synthèse, compte-rendu...) » 556 répondants à la question pour 556 répondants au questionnaire.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0060,france,Utilisation des outils d'IA dans les activités professionnelles,2.0,P2,policy,True
france__batch_01,france,1,clean_sentence_015958,sentiment,"Et Arendt a montré combien les dispositifs créés pour sécuriser peuvent devenir les instruments d'une surveillance installée au nom de la nécessité, par une succession de renoncements presque imperceptibles .",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0016,france,Former pour comprendre les usages et les impacts,8.0,S8,sentiment,True
france__batch_01,france,1,clean_sentence_012765,policy,"To this end, the agreement promotes so-called regulatory sandboxes and real-world-testing, established by national authorities to develop and train innovative AI before placement on the market.'",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0018,france,2.4 A European AI regulation (AI Act),6.0,P6,policy,True
