analysis_id,probe_of_analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_005103,policy,All eyes will be on how France implements the coming AI regulations and handles the new dilemmas that advanced AI will inevitably pose.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0034,france,Conclusion,6.0,P6,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_014773,policy,"I chose California due to its highincome inequality, but central proximity to the epicenter of AI innovation: Silicon Valley.","markdown/cleaned/policy/usa/The New AI Powered Classroom  Implications  for Students, Teachers, and Equity.md",policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0014,usa,Research Question,8.0,P8,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020054,sentiment,"Efficiency Discourse: Keywords like 'automated,' 'streamlined,' and 'time-saving' encapsulate the public's optimistic perspective that AI could ameliorate life's bureaucratic and logistical inconveniences.",markdown/synthetic/sentiment/mds/sentiment_press_release_ao.md,sentiment_synthetic_sentiment_press_release_ao,sentiment_synthetic_sentiment_press_release_ao_chunk_0003,synthetic_probe,"Press release on AI literacy, privacy and trust",6.0,S6,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_004686,policy,"This principle further states that AI systems should not pose unreasonable safety risks including to physical security, in conditions of normal or foreseeable use or misuse throughout their lifecycle.",markdown/cleaned/policy/australia/ai-in-australian-education-snapshot-principles-policy-and-practice_august-2023.md,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0082,australia,Rationale for this principle,6.0,P6,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_009425,policy,Review its alignment to the school and agency strategic directions.,markdown/cleaned/policy/australia/generative-artificial-intelligence-guidelines.md,policy_generative_artificial_intelligence_guidelines,policy_generative_artificial_intelligence_guidelines_chunk_0009,australia,3.5.1. Selecting generative AI tools,7.0,P7,policy,False
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_000801,policy,The principles in these guidelines are applicable to any and all uses of all forms of AI across all domains but within the educational context there is a need for further guidelines more specific to education.,markdown/cleaned/policy/ireland/ai-advisory-council-ai-on-education-paper.md,policy_ai_advisory_council_ai_on_education_paper,policy_ai_advisory_council_ai_on_education_paper_chunk_0005,ireland,Guidelines on the use of AI,6.0,P6,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021146,sentiment,All data was anonymized during the analysis phase to ensure the privacy and confidentiality of the people.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ap.md,sentiment_synthetic_sentiment_public_sentiment_ap,sentiment_synthetic_sentiment_public_sentiment_ap_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",4.0,S4,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020852,sentiment,"(), 'Prompting Higher Education Towards AI-Augmented Teaching and Learning Practice', Journal of University Teaching and Learning Practice , Vol.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ah.md,sentiment_synthetic_sentiment_public_sentiment_ah,sentiment_synthetic_sentiment_public_sentiment_ah_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,,nan,nan,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020349,sentiment,"Lastly, as part of the Union of Skills, the EC will adopt a Roadmap on the future of digital education and skills , offering a comprehensive and ambitious vision for the digital transformation Public confidence depends on young people, positive effects and public confidence.",markdown/synthetic/sentiment/mds/sentiment_press_release_av.md,sentiment_synthetic_sentiment_press_release_av,sentiment_synthetic_sentiment_press_release_av_chunk_0003,synthetic_probe,Press release on public confidence and AI in learning,3.0,S3,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_012706,policy,"Fostering local AI innovations for education - -Promote the local development of ai technologies for education Source: (UNESCO, 2021) (Extracts)",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0012,france,"5. Master plans for using AI in education management, teaching, learning, and assessment",5.0,P5,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020647,sentiment,"Amidst its promise lies a complex web of emotional, ethical, and societal intricacies, making public sentiment a critical factor in shaping AI policy and strategies.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,False
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020024,sentiment,"Public confidence depends on classroom practice, negative effects and teaching and learning.",markdown/synthetic/sentiment/mds/sentiment_press_release_an.md,sentiment_synthetic_sentiment_press_release_an,sentiment_synthetic_sentiment_press_release_an_chunk_0004,synthetic_probe,Press release on public confidence and AI in learning,3.0,S3,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_000589,policy,Schools are not necessarily working alone.,markdown/cleaned/policy/australia/AHISA MEMBER SURVEY REPORT Gen AI in Australian independent schools.md,policy_ahisa_member_survey_report_gen_ai_in_australian_independent_schools,policy_ahisa_member_survey_report_gen_ai_in_australian_independent_schools_chunk_0012,australia,2. DEVELOPMENT OF POLICIES & GUIDELINES,6.0,P6,policy,False
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021355,sentiment,"Some social workers see dematerialization as a source of problems not only for their beneficiaries, but also for themselves , by causing both a de-skilling of their social mediation missions and an additional workload.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_au.md,sentiment_synthetic_sentiment_public_sentiment_au,sentiment_synthetic_sentiment_public_sentiment_au_chunk_0002,synthetic_probe,Public views on AI tools and learning,6.0,S6,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_006819,policy,Use only with acknowledgement Students are allowed to use advanced automated tools (artificial intelligence or machine learning tools such as ChatGPT or Dall -E 2) on assignments in this course if that use is properly documented and credited.,markdown/cleaned/policy/usa/AI Resources.md,policy_ai_resources,policy_ai_resources_chunk_0008,usa,,0.0,P0,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_001573,policy,This paper effectively severs the assumed link that a reduction in cognitive load automatically leads to better learning.,markdown/cleaned/policy/australia/ai-cognitive-offloading-and-implications-for-education.md,policy_ai_cognitive_offloading_and_implications_for_education,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0070,australia,Appendix: Annotated bibliography,4.0,P4,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_005122,policy,"■ La formation n'a pas eu d' impact sur les perceptions liées à l'IA , excepté la facilité d'utilisation perçue de l'IA en Italie.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_000032,policy,"Having said that, AI is an actor in its own right and one that will intensify real world problems like energy costs, unemployment and militarisation.",markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-dan-mcquillan-senior-lecturer-in-critical-ai-goldsmiths-university-of-london_en.md,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en_chunk_0003,ireland,Recommendations,8.0,P8,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020606,sentiment,"Parents and teachers need to know that in addition to uncertainties created by the changing labour market landscape, young people might experience new challenges in relation to employment, for example algorithmic filtering of job applications or CVs.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ac.md,sentiment_synthetic_sentiment_public_sentiment_ac,sentiment_synthetic_sentiment_public_sentiment_ac_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,0.0,S0,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020047,sentiment,"Public confidence depends on responsible use, AI literacy and public policy.",markdown/synthetic/sentiment/mds/sentiment_press_release_ao.md,sentiment_synthetic_sentiment_press_release_ao,sentiment_synthetic_sentiment_press_release_ao_chunk_0002,synthetic_probe,"Press release on AI literacy, privacy and trust",3.0,S3,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_013197,policy,"AI can help personalize learning, support teachers, and prepare students with future-ready skills.",markdown/cleaned/policy/usa/Model Policy Artificial Intelligence AI Use in Schools.docx.md,policy_model_policy_artificial_intelligence_ai_use_in_schools_docx,policy_model_policy_artificial_intelligence_ai_use_in_schools_docx_chunk_0007,usa,,1.0,P1,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020882,sentiment,"My concern is that in the survey, AI use includes making predictions, suggesting decisions or generating text.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ai.md,sentiment_synthetic_sentiment_public_sentiment_ai,sentiment_synthetic_sentiment_public_sentiment_ai_chunk_0003,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021454,sentiment,Parents and teachers need to know that the evidence is relevant because it shows that responsible AI is shaped by both rights-based and innovation-oriented concerns.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aw.md,sentiment_synthetic_sentiment_public_sentiment_aw,sentiment_synthetic_sentiment_public_sentiment_aw_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021171,sentiment,"In other words, it assumes that the integration of AI into education is ultimately effective (despite the lack of evidence to support such a view).",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ap.md,sentiment_synthetic_sentiment_public_sentiment_ap,sentiment_synthetic_sentiment_public_sentiment_ap_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_012065,policy,"Enfin , l'écriture d'objectifs de formation trop proches de l'état actuel de l'IA sur le plan technologique, en particulier si ceux-ci sont trop étroitement corrélés à des outils, amène un risque d'obsolescence rapide des programmes scolaires.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0104,france,2.4.3. L'IA dans les programmes scolaires : une approche scientifique et technique,2.0,P2,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_005172,policy,Collaborative practice will ensure our implementation of AI tools will be of a high standard across the Trust.,markdown/cleaned/policy/usa/AI-Policy-April-2025-v2.md,policy_ai_policy_april_2025_v2,policy_ai_policy_april_2025_v2_chunk_0005,usa,Guiding Principles,5.0,P5,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020824,sentiment,"My concern is that they also liked that AI is available /, while teachers and parents are not.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ah.md,sentiment_synthetic_sentiment_public_sentiment_ah,sentiment_synthetic_sentiment_public_sentiment_ah_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,0.0,S0,sentiment,False
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021587,sentiment,"Parents and teachers need to know that the education system in Spain is highly decentralised, with responsibilities shared between the national government and autonomous communities.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ba.md,sentiment_synthetic_sentiment_public_sentiment_ba,sentiment_synthetic_sentiment_public_sentiment_ba_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_019521,sentiment,"Public confidence depends on generative AI, negative effects and teacher training.",markdown/synthetic/sentiment/mds/sentiment_press_release_ab.md,sentiment_synthetic_sentiment_press_release_ab,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,synthetic_probe,Press release on public confidence and AI in learning,1.0,S1,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_008221,policy,DE STEM EDUCATION POLICY STATEMENT 2017-2026 In that context it is an aim of this Digital Strategy to align with strategies relevant to digital technology and to assist schools in understanding how to make appropriate linkages across different but dependent policy areas.,markdown/cleaned/policy/ireland/digital-strategy-for-schools-to-2027.md,policy_digital_strategy_for_schools_to_2027,policy_digital_strategy_for_schools_to_2027_chunk_0078,ireland,3.2. Key relevant strategies and policies.,5.0,P5,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_015280,policy,"Conclusion Addressing the concerns associated with generative AI requires not just technological solutions, but also robust policy frameworks, ethical guidelines, and harmonised standards to ensure responsible use of data (synthetic or otherwise) and AI models.",markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0013,ireland,,,nan,nan,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_014606,policy,"Responsible and Appropriate Use - 5.1 GenAI technology may be used by TAFE NSW to support teaching, learning and development of course materials, including learning and assessment materials.",markdown/cleaned/policy/australia/TAFE NSW Generative Artificial Intelligence in Education Policy.md,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy_chunk_0003,australia,5. Responsible and Appropriate Use,6.0,P6,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020251,sentiment,"Key points to take away include the stark contrast between the average optimism score of Public confidence depends on fair access, teaching and learning and positive effects.",markdown/synthetic/sentiment/mds/sentiment_press_release_at.md,sentiment_synthetic_sentiment_press_release_at,sentiment_synthetic_sentiment_press_release_at_chunk_0002,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_020669,sentiment,I think this matters because the perspectives and experiences of participants in this study helped us identify the following competences as essential for the future of the teaching profession at the secondary education level: - My concern is that .,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",5.0,S5,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_021413,sentiment,"I think this matters because it was just the fact that, the discussion between the facilitators and the other teachers.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_av.md,sentiment_synthetic_sentiment_public_sentiment_av,sentiment_synthetic_sentiment_public_sentiment_av_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,5.0,S5,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_014373,policy,"This policy aims to guide its integration in a way that enhances learning and workflow while also upholding ethical standards, student welfare and authenticity of assessment.","markdown/cleaned/policy/australia/POLICY TITLE: Artificial Intelligence (AI) Usage Policy for Staff, Teachers and Students.md",policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students,policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students_chunk_0001,australia,1. PURPOSE,7.0,P7,policy,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_019818,sentiment,"Public confidence depends on trust and transparency, classroom practice and human oversight.",markdown/synthetic/sentiment/mds/sentiment_press_release_ai.md,sentiment_synthetic_sentiment_press_release_ai,sentiment_synthetic_sentiment_press_release_ai_chunk_0003,synthetic_probe,Press release on public confidence and AI in learning,0.0,S0,sentiment,True
global__batch_03__synthetic_probe,global__batch_03,global,3,clean_sentence_009963,policy,"Policy alignment While some schools may wish to issue standalone AI guidance or develop a discrete policy, in addition to updating the digital learning plan, reviewing existing policies first can help identify overlaps, gaps, or conflicts that might arise with introducing AI ­ specific guidance.",markdown/cleaned/policy/ireland/Guidance_on_Artificial_Intelligence_in_Schools_2025.md,policy_guidance_on_artificial_intelligence_in_schools_2025,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0037,ireland,Policy alignment,6.0,P6,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_004965,policy,"This funding is being channeled into various initiatives: from supporting research labs and university programs, to providing grants and equity investment for AI startups, to cofinancing industrial AI projects in sectors like healthcare, mobility, and defense.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0020,france,(V) France's Investment in AI and Computing Power,8.0,P8,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021265,sentiment,"The quantitative analysis also involved testing correlations between demographic factors such as age, gender, and education against levels of optimism and fear.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020728,sentiment,"For me, the important point is that members of staff also support the idea of rethinking assessment: they suggest holistic, continuous, cross-module and project-based assessment and in-person exam-based assessments.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",4.0,S4,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020730,sentiment,I would support this when almost two-thirds of teachers (n=) were able to give an example of an AI tool that could be used for an educational purpose.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",4.0,S4,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020743,sentiment,"I would support this when furthermore, AI has implications for public perception and attitudes.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",,nan,nan,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011307,policy,"l'utilisation pédagogique en classe des IA génératives par les élèves , limitée, encadrée, expliquée et accompagnée par l'enseignant, est autorisée en classe à partir de la 4 e .",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0017,france,Exercez votre esprit critique,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012585,policy,"Quiz Wizard , permet de créer des questionnaires composés de questions variées et des Flashcards à partir de plusieurs types de sources (URL, PDF, prompt, vidéo, audio…).",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0023,france,QUELS OUTILS UTILISER ?,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021268,sentiment,"I think this matters because research participants highlighted the importance of developing AI literacy among both in-service and pre-service teachers, in order for them to be able to harness the potential of GenAI in their teaching and minimise potential risks.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012335,policy,"Léo Briand, fondateur et président de Vittascience - -M.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0147,france,Proposition de feuille de route pour le déploiement de formations à l'IA dans les établissements,2.0,P2,policy,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021254,sentiment,"The EU's Better Internet for Kids (BIK+) strategy seeks to boost digital literacy, provide awareness raising.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020740,sentiment,"Parents and teachers need to know that when it comes to assessment, will teachers who use artificial intelligence to grade students' work and provide feedback, check the AI grade against what they would give, and analyse the feedback for inaccuracies?",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",,nan,nan,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020435,sentiment,Mais le texte révèle également ses limites.,markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0004,synthetic_probe,Press release on digital education and responsible AI,3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_011281,policy,"RGPD, loi Informatique et libertés et Code des relations entre le public et l'administration (CRPA) : article 22 du RGPD (si décision entièrement fondée sur un algorithme) ; article 13.2.f et 14.2.g, sur l'information des personnes faisant l'objet d'une décision entièrement automatisée ; article 47 .2 de la loi Informatique et libertés ; articles L.",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0012,france,Formation et pratiques professionnelles,2.0,P2,policy,False
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020405,sentiment,"Focusing on this particular group enables us to examine what, if any, changes were observed in these teachers' knowledge of AI, their use of AI technologies, and their perceptions of AI as a result of participating in the AIT professional learning pathway.",markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,,nan,nan,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020424,sentiment,"An integral part of all the recommendations is the cross-sectoral collaboration, since advancing AI in the youth sector needs diverse voices and types of expertise.",markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,4.0,S4,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021566,sentiment,"I am cautious because in summary, for AIED ethical guidance to be actionable and effective, it is necessary to ground the discussion in a robust understanding of normative ethics, the ethics of AI, and the ethics of education itself.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_az.md,sentiment_synthetic_sentiment_public_sentiment_az,sentiment_synthetic_sentiment_public_sentiment_az_chunk_0003,synthetic_probe,Public discussion on responsible AI in education,3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_012765,policy,"To this end, the agreement promotes so-called regulatory sandboxes and real-world-testing, established by national authorities to develop and train innovative AI before placement on the market.'",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0018,france,2.4 A European AI regulation (AI Act),6.0,P6,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020406,sentiment,"Public confidence depends on trust and transparency, teacher training and responsible use.",markdown/synthetic/sentiment/mds/sentiment_press_release_ax.md,sentiment_synthetic_sentiment_press_release_ax,sentiment_synthetic_sentiment_press_release_ax_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,,nan,nan,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_020750,sentiment,"GenAI can also help students articulate and solve coding problems, but it is.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_af.md,sentiment_synthetic_sentiment_public_sentiment_af,sentiment_synthetic_sentiment_public_sentiment_af_chunk_0004,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021255,sentiment,Parents and teachers need to know that .,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",3.0,S3,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_021557,sentiment,"In order to make each transcript usable, the researcher listened to the audio and amended the transcript to fix any errors.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_az.md,sentiment_synthetic_sentiment_public_sentiment_az,sentiment_synthetic_sentiment_public_sentiment_az_chunk_0002,synthetic_probe,Public discussion on responsible AI in education,7.0,S7,sentiment,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_005126,policy,Pistes pour soutenir l'usage de l'IA dans l'éducation basées sur les retours des enseignants et des chefs d'établissement - ■ Offrir des opportunités de formation à l'IA aux enseignants : privilégier des pistes pratiques aux apports théoriques et favoriser les interactions avec les formateurs et entre pairs.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_014265,policy,"We propose six main lines of action: public research specialized in AI; - ◗ promote global governance of AI: create a World AI Organization to evaluate and oversee AI systems, an International AI Fund to serve the public interest, and a ""1% AI"" solidarity mechanism for developing countries A collective, massive, immediate and long-term mobilization is imperative.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0004,france,We propose six main lines of action:,8.0,P8,policy,True
france__batch_01__synthetic_probe,france__batch_01,france,1,clean_sentence_014267,policy,"This ambition is achievable, given France's and Europe's strengths It's also realistic and affordable for our country: the ""AI plan"" we're proposing would represent 0 3% of total public spending The cost of inaction, on the other hand, would be very high We would forgo major economic and social gains, and risk a historic downgrade The question set before us is this one: which spending will enable France to take control of its future?",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0004,france,We propose six main lines of action:,8.0,P8,policy,True
