source_topic_space,source_topic,source_topic_code,mean_coverage_deficit,low_coverage_share,claims,direction,iteration
policy,8,P8,0.39660475,0.2222222222222222,81,policy_to_sentiment,20
sentiment,0,S0,0.38357756,0.18840579710144928,69,sentiment_to_policy,20
sentiment,1,S1,0.36356395,0.10869565217391304,138,sentiment_to_policy,20
sentiment,2,S2,0.41171122,0.061224489795918366,49,sentiment_to_policy,20
sentiment,3,S3,0.33997217,0.07727272727272727,220,sentiment_to_policy,20
sentiment,4,S4,0.35533005,0.057692307692307696,104,sentiment_to_policy,20
sentiment,5,S5,0.3650441,0.13580246913580246,81,sentiment_to_policy,20
sentiment,6,S6,0.40233657,0.2391304347826087,46,sentiment_to_policy,20
sentiment,7,S7,0.44326165,0.38461538461538464,39,sentiment_to_policy,20
sentiment,8,S8,0.3889734,0.06666666666666667,15,sentiment_to_policy,20
policy,0,P0,0.36601993,0.09803921568627451,102,policy_to_sentiment,21
policy,1,P1,0.39073235,0.16,50,policy_to_sentiment,21
policy,2,P2,0.34401128,0.06666666666666667,45,policy_to_sentiment,21
policy,3,P3,0.30729443,0.019230769230769232,104,policy_to_sentiment,21
policy,4,P4,0.37768215,0.1388888888888889,36,policy_to_sentiment,21
policy,5,P5,0.36089635,0.0625,112,policy_to_sentiment,21
policy,6,P6,0.3677363,0.09302325581395349,129,policy_to_sentiment,21
policy,7,P7,0.34110466,0.07407407407407407,108,policy_to_sentiment,21
policy,8,P8,0.39422753,0.24,75,policy_to_sentiment,21
sentiment,0,S0,0.3849301,0.2028985507246377,69,sentiment_to_policy,21
sentiment,1,S1,0.35974094,0.09420289855072464,138,sentiment_to_policy,21
sentiment,2,S2,0.4082584,0.04081632653061224,49,sentiment_to_policy,21
sentiment,3,S3,0.33958203,0.06818181818181818,220,sentiment_to_policy,21
sentiment,4,S4,0.35277718,0.057692307692307696,104,sentiment_to_policy,21
sentiment,5,S5,0.36198604,0.09876543209876543,81,sentiment_to_policy,21
sentiment,6,S6,0.40255687,0.21739130434782608,46,sentiment_to_policy,21
sentiment,7,S7,0.43182093,0.3333333333333333,39,sentiment_to_policy,21
sentiment,8,S8,0.3880389,0.06666666666666667,15,sentiment_to_policy,21
policy,0,P0,0.38077414,0.15748031496062992,127,policy_to_sentiment,22
policy,1,P1,0.37049168,0.19148936170212766,47,policy_to_sentiment,22
policy,2,P2,0.35166028,0.07692307692307693,39,policy_to_sentiment,22
policy,3,P3,0.30650634,0.009615384615384616,104,policy_to_sentiment,22
policy,4,P4,0.37845245,0.14285714285714285,42,policy_to_sentiment,22
policy,5,P5,0.35952038,0.07920792079207921,101,policy_to_sentiment,22
policy,6,P6,0.35730654,0.09923664122137404,131,policy_to_sentiment,22
policy,7,P7,0.34285194,0.10476190476190476,105,policy_to_sentiment,22
policy,8,P8,0.39524028,0.2,65,policy_to_sentiment,22
sentiment,0,S0,0.38564372,0.18840579710144928,69,sentiment_to_policy,22
sentiment,1,S1,0.36493707,0.10869565217391304,138,sentiment_to_policy,22
sentiment,2,S2,0.41120058,0.061224489795918366,49,sentiment_to_policy,22
sentiment,3,S3,0.34096104,0.05909090909090909,220,sentiment_to_policy,22
sentiment,4,S4,0.35333407,0.0673076923076923,104,sentiment_to_policy,22
sentiment,5,S5,0.36675265,0.09876543209876543,81,sentiment_to_policy,22
sentiment,6,S6,0.39903143,0.21739130434782608,46,sentiment_to_policy,22
sentiment,7,S7,0.4407837,0.358974358974359,39,sentiment_to_policy,22
sentiment,8,S8,0.39692822,0.13333333333333333,15,sentiment_to_policy,22
policy,0,P0,0.36385527,0.11403508771929824,114,policy_to_sentiment,23
policy,1,P1,0.3579112,0.10714285714285714,56,policy_to_sentiment,23
policy,2,P2,0.37458876,0.1,30,policy_to_sentiment,23
policy,3,P3,0.30261692,0.020618556701030927,97,policy_to_sentiment,23
policy,4,P4,0.36546662,0.06,50,policy_to_sentiment,23
policy,5,P5,0.3607965,0.07954545454545454,88,policy_to_sentiment,23
policy,6,P6,0.35861936,0.10144927536231885,138,policy_to_sentiment,23
policy,7,P7,0.33764306,0.06422018348623854,109,policy_to_sentiment,23
policy,8,P8,0.39815858,0.189873417721519,79,policy_to_sentiment,23
sentiment,0,S0,0.3810578,0.17391304347826086,69,sentiment_to_policy,23
sentiment,1,S1,0.35663325,0.07971014492753623,138,sentiment_to_policy,23
sentiment,2,S2,0.41279414,0.02040816326530612,49,sentiment_to_policy,23
sentiment,3,S3,0.34169236,0.09545454545454546,220,sentiment_to_policy,23
sentiment,4,S4,0.35699847,0.08653846153846154,104,sentiment_to_policy,23
sentiment,5,S5,0.36366805,0.12345679012345678,81,sentiment_to_policy,23
sentiment,6,S6,0.41162044,0.2391304347826087,46,sentiment_to_policy,23
sentiment,7,S7,0.44413063,0.38461538461538464,39,sentiment_to_policy,23
sentiment,8,S8,0.39524972,0.06666666666666667,15,sentiment_to_policy,23
policy,0,P0,0.38208428,0.15625,128,policy_to_sentiment,24
policy,1,P1,0.36428604,0.14545454545454545,55,policy_to_sentiment,24
policy,2,P2,0.36332762,0.0975609756097561,41,policy_to_sentiment,24
policy,3,P3,0.31437683,0.03571428571428571,84,policy_to_sentiment,24
policy,4,P4,0.383061,0.02702702702702703,37,policy_to_sentiment,24
policy,5,P5,0.36568487,0.12121212121212122,99,policy_to_sentiment,24
policy,6,P6,0.36593288,0.09243697478991597,119,policy_to_sentiment,24
policy,7,P7,0.3301885,0.058823529411764705,119,policy_to_sentiment,24
policy,8,P8,0.39009577,0.17721518987341772,79,policy_to_sentiment,24
sentiment,0,S0,0.3863074,0.17391304347826086,69,sentiment_to_policy,24
sentiment,1,S1,0.35829028,0.10144927536231885,138,sentiment_to_policy,24
sentiment,2,S2,0.41818705,0.061224489795918366,49,sentiment_to_policy,24
sentiment,3,S3,0.33969536,0.07727272727272727,220,sentiment_to_policy,24
sentiment,4,S4,0.35781083,0.0673076923076923,104,sentiment_to_policy,24
sentiment,5,S5,0.36024526,0.1111111111111111,81,sentiment_to_policy,24
sentiment,6,S6,0.3987267,0.1956521739130435,46,sentiment_to_policy,24
sentiment,7,S7,0.435501,0.38461538461538464,39,sentiment_to_policy,24
sentiment,8,S8,0.40369385,0.06666666666666667,15,sentiment_to_policy,24
policy,0,P0,0.36749804,0.13934426229508196,122,policy_to_sentiment,25
policy,1,P1,0.3825819,0.14814814814814814,54,policy_to_sentiment,25
policy,2,P2,0.3539734,0.09090909090909091,33,policy_to_sentiment,25
policy,3,P3,0.31610903,0.011111111111111112,90,policy_to_sentiment,25
policy,4,P4,0.34777716,0.075,40,policy_to_sentiment,25
policy,5,P5,0.36180642,0.0594059405940594,101,policy_to_sentiment,25
policy,6,P6,0.36674634,0.11920529801324503,151,policy_to_sentiment,25
policy,7,P7,0.33874673,0.125,88,policy_to_sentiment,25
policy,8,P8,0.39615282,0.25609756097560976,82,policy_to_sentiment,25
sentiment,0,S0,0.38557735,0.21739130434782608,69,sentiment_to_policy,25
sentiment,1,S1,0.3618857,0.10869565217391304,138,sentiment_to_policy,25
sentiment,2,S2,0.4169732,0.061224489795918366,49,sentiment_to_policy,25
sentiment,3,S3,0.33911636,0.06363636363636363,220,sentiment_to_policy,25
sentiment,4,S4,0.35966033,0.057692307692307696,104,sentiment_to_policy,25
sentiment,5,S5,0.36624423,0.1111111111111111,81,sentiment_to_policy,25
sentiment,6,S6,0.40590236,0.1956521739130435,46,sentiment_to_policy,25
sentiment,7,S7,0.43990305,0.38461538461538464,39,sentiment_to_policy,25
sentiment,8,S8,0.40088284,0.13333333333333333,15,sentiment_to_policy,25
policy,0,P0,0.37695244,0.1111111111111111,117,policy_to_sentiment,26
policy,1,P1,0.36086085,0.1206896551724138,58,policy_to_sentiment,26
policy,2,P2,0.37038562,0.10256410256410256,39,policy_to_sentiment,26
policy,3,P3,0.31281075,0.02857142857142857,105,policy_to_sentiment,26
policy,4,P4,0.38369638,0.10810810810810811,37,policy_to_sentiment,26
policy,5,P5,0.37869674,0.0989010989010989,91,policy_to_sentiment,26
policy,6,P6,0.3656851,0.09243697478991597,119,policy_to_sentiment,26
policy,7,P7,0.3401408,0.08849557522123894,113,policy_to_sentiment,26
policy,8,P8,0.39433917,0.25609756097560976,82,policy_to_sentiment,26
sentiment,0,S0,0.38057762,0.15942028985507245,69,sentiment_to_policy,26
sentiment,1,S1,0.35928923,0.07971014492753623,138,sentiment_to_policy,26
sentiment,2,S2,0.40838513,0.04081632653061224,49,sentiment_to_policy,26
sentiment,3,S3,0.34160846,0.07727272727272727,220,sentiment_to_policy,26
sentiment,4,S4,0.35647014,0.0673076923076923,104,sentiment_to_policy,26
sentiment,5,S5,0.3650332,0.1111111111111111,81,sentiment_to_policy,26
sentiment,6,S6,0.4034619,0.17391304347826086,46,sentiment_to_policy,26
sentiment,7,S7,0.43128958,0.38461538461538464,39,sentiment_to_policy,26
sentiment,8,S8,0.40776736,0.06666666666666667,15,sentiment_to_policy,26
policy,0,P0,0.37028104,0.13131313131313133,99,policy_to_sentiment,27
policy,1,P1,0.33931005,0.07692307692307693,52,policy_to_sentiment,27
policy,2,P2,0.3456012,0.030303030303030304,33,policy_to_sentiment,27
policy,3,P3,0.29621115,0.024390243902439025,82,policy_to_sentiment,27
policy,4,P4,0.36496642,0.125,48,policy_to_sentiment,27
policy,5,P5,0.35635445,0.07207207207207207,111,policy_to_sentiment,27
policy,6,P6,0.3645038,0.08661417322834646,127,policy_to_sentiment,27
policy,7,P7,0.3474018,0.10743801652892562,121,policy_to_sentiment,27
policy,8,P8,0.37973416,0.19318181818181818,88,policy_to_sentiment,27
sentiment,0,S0,0.38019,0.17391304347826086,69,sentiment_to_policy,27
sentiment,1,S1,0.35920012,0.08695652173913043,138,sentiment_to_policy,27
sentiment,2,S2,0.41656074,0.08163265306122448,49,sentiment_to_policy,27
sentiment,3,S3,0.33851963,0.07727272727272727,220,sentiment_to_policy,27
sentiment,4,S4,0.35475287,0.0673076923076923,104,sentiment_to_policy,27
sentiment,5,S5,0.3578825,0.08641975308641975,81,sentiment_to_policy,27
sentiment,6,S6,0.39944673,0.21739130434782608,46,sentiment_to_policy,27
sentiment,7,S7,0.4315232,0.358974358974359,39,sentiment_to_policy,27
sentiment,8,S8,0.39809832,0.06666666666666667,15,sentiment_to_policy,27
policy,0,P0,0.3764591,0.13761467889908258,109,policy_to_sentiment,28
policy,1,P1,0.3544112,0.07692307692307693,65,policy_to_sentiment,28
policy,2,P2,0.32790846,0.03225806451612903,31,policy_to_sentiment,28
policy,3,P3,0.30554584,0.03488372093023256,86,policy_to_sentiment,28
policy,4,P4,0.37358624,0.07547169811320754,53,policy_to_sentiment,28
policy,5,P5,0.36064845,0.0975609756097561,82,policy_to_sentiment,28
policy,6,P6,0.37341923,0.12213740458015267,131,policy_to_sentiment,28
policy,7,P7,0.32694387,0.08547008547008547,117,policy_to_sentiment,28
policy,8,P8,0.41253886,0.22988505747126436,87,policy_to_sentiment,28
sentiment,0,S0,0.3803452,0.15942028985507245,69,sentiment_to_policy,28
sentiment,1,S1,0.361666,0.07971014492753623,138,sentiment_to_policy,28
sentiment,2,S2,0.41378978,0.08163265306122448,49,sentiment_to_policy,28
sentiment,3,S3,0.33885568,0.1,220,sentiment_to_policy,28
sentiment,4,S4,0.3543299,0.057692307692307696,104,sentiment_to_policy,28
sentiment,5,S5,0.36469615,0.1111111111111111,81,sentiment_to_policy,28
sentiment,6,S6,0.40567198,0.17391304347826086,46,sentiment_to_policy,28
sentiment,7,S7,0.43465075,0.41025641025641024,39,sentiment_to_policy,28
sentiment,8,S8,0.4062409,0.06666666666666667,15,sentiment_to_policy,28
policy,0,P0,0.36724034,0.13043478260869565,115,policy_to_sentiment,29
policy,1,P1,0.38709942,0.18181818181818182,55,policy_to_sentiment,29
policy,2,P2,0.36106536,0.05555555555555555,36,policy_to_sentiment,29
policy,3,P3,0.32339796,0.028846153846153848,104,policy_to_sentiment,29
policy,4,P4,0.38721082,0.10204081632653061,49,policy_to_sentiment,29
policy,5,P5,0.36339852,0.07216494845360824,97,policy_to_sentiment,29
policy,6,P6,0.35707116,0.11023622047244094,127,policy_to_sentiment,29
policy,7,P7,0.34171808,0.08,100,policy_to_sentiment,29
policy,8,P8,0.41490847,0.2948717948717949,78,policy_to_sentiment,29
sentiment,0,S0,0.38321602,0.15942028985507245,69,sentiment_to_policy,29
sentiment,1,S1,0.36150265,0.07971014492753623,138,sentiment_to_policy,29
sentiment,2,S2,0.42225567,0.10204081632653061,49,sentiment_to_policy,29
sentiment,3,S3,0.34579748,0.08636363636363636,220,sentiment_to_policy,29
sentiment,4,S4,0.3552761,0.0673076923076923,104,sentiment_to_policy,29
sentiment,5,S5,0.36699337,0.12345679012345678,81,sentiment_to_policy,29
sentiment,6,S6,0.39679307,0.15217391304347827,46,sentiment_to_policy,29
sentiment,7,S7,0.4382573,0.3333333333333333,39,sentiment_to_policy,29
sentiment,8,S8,0.38897198,0.0,15,sentiment_to_policy,29
policy,0,P0,0.36749864,0.0625,112,policy_to_sentiment,30
policy,1,P1,0.38150173,0.1864406779661017,59,policy_to_sentiment,30
policy,2,P2,0.35288957,0.030303030303030304,33,policy_to_sentiment,30
policy,3,P3,0.30904204,0.010752688172043012,93,policy_to_sentiment,30
policy,4,P4,0.363518,0.04081632653061224,49,policy_to_sentiment,30
policy,5,P5,0.35457575,0.07407407407407407,108,policy_to_sentiment,30
policy,6,P6,0.3627587,0.09243697478991597,119,policy_to_sentiment,30
policy,7,P7,0.33596188,0.08035714285714286,112,policy_to_sentiment,30
policy,8,P8,0.39444998,0.15789473684210525,76,policy_to_sentiment,30
sentiment,0,S0,0.38434657,0.17391304347826086,69,sentiment_to_policy,30
sentiment,1,S1,0.35817495,0.07971014492753623,138,sentiment_to_policy,30
sentiment,2,S2,0.41052195,0.04081632653061224,49,sentiment_to_policy,30
sentiment,3,S3,0.33653054,0.06818181818181818,220,sentiment_to_policy,30
sentiment,4,S4,0.3569924,0.08653846153846154,104,sentiment_to_policy,30
sentiment,5,S5,0.36497438,0.14814814814814814,81,sentiment_to_policy,30
sentiment,6,S6,0.4052219,0.2608695652173913,46,sentiment_to_policy,30
sentiment,7,S7,0.43705085,0.358974358974359,39,sentiment_to_policy,30
sentiment,8,S8,0.41074792,0.06666666666666667,15,sentiment_to_policy,30
policy,0,P0,0.3776261,0.13709677419354838,124,policy_to_sentiment,31
policy,1,P1,0.3482981,0.05555555555555555,54,policy_to_sentiment,31
policy,2,P2,0.3435779,0.10810810810810811,37,policy_to_sentiment,31
policy,3,P3,0.30223244,0.009900990099009901,101,policy_to_sentiment,31
policy,4,P4,0.3605074,0.05405405405405406,37,policy_to_sentiment,31
policy,5,P5,0.3577606,0.038461538461538464,78,policy_to_sentiment,31
policy,6,P6,0.36179134,0.11363636363636363,132,policy_to_sentiment,31
policy,7,P7,0.32656896,0.061946902654867256,113,policy_to_sentiment,31
policy,8,P8,0.40513113,0.25882352941176473,85,policy_to_sentiment,31
sentiment,0,S0,0.382143,0.15942028985507245,69,sentiment_to_policy,31
sentiment,1,S1,0.3643204,0.08695652173913043,138,sentiment_to_policy,31
sentiment,2,S2,0.42231306,0.12244897959183673,49,sentiment_to_policy,31
sentiment,3,S3,0.3402398,0.09090909090909091,220,sentiment_to_policy,31
sentiment,4,S4,0.35824382,0.08653846153846154,104,sentiment_to_policy,31
sentiment,5,S5,0.3685791,0.13580246913580246,81,sentiment_to_policy,31
sentiment,6,S6,0.39740446,0.1956521739130435,46,sentiment_to_policy,31
sentiment,7,S7,0.4354967,0.358974358974359,39,sentiment_to_policy,31
sentiment,8,S8,0.39737803,0.06666666666666667,15,sentiment_to_policy,31
policy,0,P0,0.38307157,0.12686567164179105,134,policy_to_sentiment,32
policy,1,P1,0.35391706,0.07407407407407407,54,policy_to_sentiment,32
policy,2,P2,0.38410294,0.14285714285714285,35,policy_to_sentiment,32
policy,3,P3,0.3040732,0.02247191011235955,89,policy_to_sentiment,32
policy,4,P4,0.3812704,0.14705882352941177,34,policy_to_sentiment,32
policy,5,P5,0.37149408,0.13541666666666666,96,policy_to_sentiment,32
policy,6,P6,0.37848917,0.16129032258064516,124,policy_to_sentiment,32
policy,7,P7,0.34486413,0.08333333333333333,108,policy_to_sentiment,32
policy,8,P8,0.39228293,0.1839080459770115,87,policy_to_sentiment,32
sentiment,0,S0,0.3828745,0.18840579710144928,69,sentiment_to_policy,32
sentiment,1,S1,0.3508778,0.08695652173913043,138,sentiment_to_policy,32
sentiment,2,S2,0.41487423,0.14285714285714285,49,sentiment_to_policy,32
sentiment,3,S3,0.33983257,0.09545454545454546,220,sentiment_to_policy,32
sentiment,4,S4,0.3583654,0.07692307692307693,104,sentiment_to_policy,32
sentiment,5,S5,0.36030194,0.1111111111111111,81,sentiment_to_policy,32
sentiment,6,S6,0.40503258,0.2826086956521739,46,sentiment_to_policy,32
sentiment,7,S7,0.4386003,0.358974358974359,39,sentiment_to_policy,32
sentiment,8,S8,0.39790472,0.06666666666666667,15,sentiment_to_policy,32
policy,0,P0,0.37694606,0.12149532710280374,107,policy_to_sentiment,33
policy,1,P1,0.3807666,0.15254237288135594,59,policy_to_sentiment,33
policy,2,P2,0.35530102,0.08333333333333333,36,policy_to_sentiment,33
policy,3,P3,0.31067857,0.0,105,policy_to_sentiment,33
policy,4,P4,0.38106823,0.10869565217391304,46,policy_to_sentiment,33
policy,5,P5,0.36437592,0.0673076923076923,104,policy_to_sentiment,33
policy,6,P6,0.3679352,0.10655737704918032,122,policy_to_sentiment,33
policy,7,P7,0.34238583,0.09009009009009009,111,policy_to_sentiment,33
policy,8,P8,0.40248266,0.19718309859154928,71,policy_to_sentiment,33
sentiment,0,S0,0.38101116,0.17391304347826086,69,sentiment_to_policy,33
sentiment,1,S1,0.35928696,0.10144927536231885,138,sentiment_to_policy,33
sentiment,2,S2,0.41731665,0.061224489795918366,49,sentiment_to_policy,33
sentiment,3,S3,0.33953893,0.07727272727272727,220,sentiment_to_policy,33
sentiment,4,S4,0.35823345,0.057692307692307696,104,sentiment_to_policy,33
sentiment,5,S5,0.36885712,0.1111111111111111,81,sentiment_to_policy,33
sentiment,6,S6,0.40849233,0.21739130434782608,46,sentiment_to_policy,33
sentiment,7,S7,0.43361527,0.3333333333333333,39,sentiment_to_policy,33
sentiment,8,S8,0.40192947,0.06666666666666667,15,sentiment_to_policy,33
policy,0,P0,0.3833657,0.11214953271028037,107,policy_to_sentiment,34
policy,1,P1,0.36829552,0.14545454545454545,55,policy_to_sentiment,34
policy,2,P2,0.372057,0.10810810810810811,37,policy_to_sentiment,34
policy,3,P3,0.31196356,0.01904761904761905,105,policy_to_sentiment,34
policy,4,P4,0.37713915,0.1,40,policy_to_sentiment,34
policy,5,P5,0.36273187,0.07766990291262135,103,policy_to_sentiment,34
policy,6,P6,0.36599013,0.112,125,policy_to_sentiment,34
policy,7,P7,0.33744323,0.056074766355140186,107,policy_to_sentiment,34
policy,8,P8,0.39936772,0.2073170731707317,82,policy_to_sentiment,34
sentiment,0,S0,0.3833653,0.18840579710144928,69,sentiment_to_policy,34
sentiment,1,S1,0.36379665,0.08695652173913043,138,sentiment_to_policy,34
sentiment,2,S2,0.41052216,0.061224489795918366,49,sentiment_to_policy,34
sentiment,3,S3,0.33807293,0.05909090909090909,220,sentiment_to_policy,34
sentiment,4,S4,0.35672855,0.0673076923076923,104,sentiment_to_policy,34
sentiment,5,S5,0.3609351,0.09876543209876543,81,sentiment_to_policy,34
sentiment,6,S6,0.40203494,0.2391304347826087,46,sentiment_to_policy,34
sentiment,7,S7,0.43551466,0.358974358974359,39,sentiment_to_policy,34
sentiment,8,S8,0.38239366,0.06666666666666667,15,sentiment_to_policy,34
policy,0,P0,0.38046253,0.1271186440677966,118,policy_to_sentiment,35
policy,1,P1,0.36301103,0.14285714285714285,49,policy_to_sentiment,35
policy,2,P2,0.35972646,0.07317073170731707,41,policy_to_sentiment,35
policy,3,P3,0.31236774,0.009615384615384616,104,policy_to_sentiment,35
policy,4,P4,0.37161964,0.1111111111111111,45,policy_to_sentiment,35
policy,5,P5,0.36036026,0.0967741935483871,93,policy_to_sentiment,35
policy,6,P6,0.37758115,0.1417910447761194,134,policy_to_sentiment,35
policy,7,P7,0.33302227,0.09375,96,policy_to_sentiment,35
policy,8,P8,0.4066689,0.24691358024691357,81,policy_to_sentiment,35
sentiment,0,S0,0.38094845,0.15942028985507245,69,sentiment_to_policy,35
sentiment,1,S1,0.36138177,0.10869565217391304,138,sentiment_to_policy,35
sentiment,2,S2,0.40856028,0.061224489795918366,49,sentiment_to_policy,35
sentiment,3,S3,0.3373221,0.07272727272727272,220,sentiment_to_policy,35
sentiment,4,S4,0.3572985,0.07692307692307693,104,sentiment_to_policy,35
sentiment,5,S5,0.35858142,0.08641975308641975,81,sentiment_to_policy,35
sentiment,6,S6,0.40937734,0.2391304347826087,46,sentiment_to_policy,35
sentiment,7,S7,0.4384729,0.38461538461538464,39,sentiment_to_policy,35
sentiment,8,S8,0.4029577,0.2,15,sentiment_to_policy,35
policy,0,P0,0.36875683,0.11016949152542373,118,policy_to_sentiment,36
policy,1,P1,0.35817266,0.15789473684210525,57,policy_to_sentiment,36
policy,2,P2,0.3592616,0.08333333333333333,36,policy_to_sentiment,36
policy,3,P3,0.30795118,0.009259259259259259,108,policy_to_sentiment,36
policy,4,P4,0.36103624,0.05714285714285714,35,policy_to_sentiment,36
policy,5,P5,0.35905048,0.05194805194805195,77,policy_to_sentiment,36
policy,6,P6,0.36184177,0.13533834586466165,133,policy_to_sentiment,36
policy,7,P7,0.35841033,0.13392857142857142,112,policy_to_sentiment,36
policy,8,P8,0.40333444,0.2,85,policy_to_sentiment,36
sentiment,0,S0,0.38787276,0.15942028985507245,69,sentiment_to_policy,36
sentiment,1,S1,0.36228177,0.07971014492753623,138,sentiment_to_policy,36
sentiment,2,S2,0.41655576,0.061224489795918366,49,sentiment_to_policy,36
sentiment,3,S3,0.34235367,0.07272727272727272,220,sentiment_to_policy,36
sentiment,4,S4,0.3617918,0.0673076923076923,104,sentiment_to_policy,36
sentiment,5,S5,0.37114823,0.13580246913580246,81,sentiment_to_policy,36
sentiment,6,S6,0.40442604,0.21739130434782608,46,sentiment_to_policy,36
sentiment,7,S7,0.43892387,0.38461538461538464,39,sentiment_to_policy,36
sentiment,8,S8,0.39779615,0.06666666666666667,15,sentiment_to_policy,36
policy,0,P0,0.3682119,0.1111111111111111,108,policy_to_sentiment,37
policy,1,P1,0.35678256,0.17307692307692307,52,policy_to_sentiment,37
policy,2,P2,0.36424497,0.03125,32,policy_to_sentiment,37
policy,3,P3,0.31412527,0.010638297872340425,94,policy_to_sentiment,37
policy,4,P4,0.37067488,0.09615384615384616,52,policy_to_sentiment,37
policy,5,P5,0.36311847,0.10679611650485436,103,policy_to_sentiment,37
policy,6,P6,0.3569583,0.05128205128205128,117,policy_to_sentiment,37
policy,7,P7,0.33071706,0.07142857142857142,112,policy_to_sentiment,37
policy,8,P8,0.4145575,0.24175824175824176,91,policy_to_sentiment,37
sentiment,0,S0,0.38386634,0.18840579710144928,69,sentiment_to_policy,37
sentiment,1,S1,0.35864335,0.09420289855072464,138,sentiment_to_policy,37
sentiment,2,S2,0.4081089,0.08163265306122448,49,sentiment_to_policy,37
sentiment,3,S3,0.33735463,0.07272727272727272,220,sentiment_to_policy,37
sentiment,4,S4,0.36120158,0.08653846153846154,104,sentiment_to_policy,37
sentiment,5,S5,0.36122757,0.09876543209876543,81,sentiment_to_policy,37
sentiment,6,S6,0.40217686,0.17391304347826086,46,sentiment_to_policy,37
sentiment,7,S7,0.43937615,0.358974358974359,39,sentiment_to_policy,37
sentiment,8,S8,0.4107919,0.06666666666666667,15,sentiment_to_policy,37
policy,0,P0,0.36760718,0.06666666666666667,120,policy_to_sentiment,38
policy,1,P1,0.3623966,0.11320754716981132,53,policy_to_sentiment,38
policy,2,P2,0.35656503,0.2,35,policy_to_sentiment,38
policy,3,P3,0.3083942,0.03529411764705882,85,policy_to_sentiment,38
policy,4,P4,0.37098157,0.11428571428571428,35,policy_to_sentiment,38
policy,5,P5,0.37177578,0.12871287128712872,101,policy_to_sentiment,38
policy,6,P6,0.3651237,0.11538461538461539,130,policy_to_sentiment,38
policy,7,P7,0.34588456,0.07751937984496124,129,policy_to_sentiment,38
policy,8,P8,0.3960416,0.2328767123287671,73,policy_to_sentiment,38
sentiment,0,S0,0.38746625,0.17391304347826086,69,sentiment_to_policy,38
sentiment,1,S1,0.36694235,0.08695652173913043,138,sentiment_to_policy,38
sentiment,2,S2,0.41986334,0.08163265306122448,49,sentiment_to_policy,38
sentiment,3,S3,0.34081993,0.07272727272727272,220,sentiment_to_policy,38
sentiment,4,S4,0.35555315,0.057692307692307696,104,sentiment_to_policy,38
sentiment,5,S5,0.35986894,0.1111111111111111,81,sentiment_to_policy,38
sentiment,6,S6,0.40645367,0.2391304347826087,46,sentiment_to_policy,38
sentiment,7,S7,0.43077028,0.358974358974359,39,sentiment_to_policy,38
sentiment,8,S8,0.38405186,0.06666666666666667,15,sentiment_to_policy,38
policy,0,P0,0.38824978,0.1834862385321101,109,policy_to_sentiment,39
policy,1,P1,0.3511631,0.06,50,policy_to_sentiment,39
policy,2,P2,0.3390229,0.03225806451612903,31,policy_to_sentiment,39
policy,3,P3,0.30297467,0.011111111111111112,90,policy_to_sentiment,39
policy,4,P4,0.3616329,0.1,50,policy_to_sentiment,39
policy,5,P5,0.36100438,0.1,100,policy_to_sentiment,39
policy,6,P6,0.3559396,0.11688311688311688,154,policy_to_sentiment,39
policy,7,P7,0.3506446,0.1134020618556701,97,policy_to_sentiment,39
policy,8,P8,0.40979666,0.25,80,policy_to_sentiment,39
sentiment,0,S0,0.39225045,0.21739130434782608,69,sentiment_to_policy,39
sentiment,1,S1,0.36238477,0.09420289855072464,138,sentiment_to_policy,39
sentiment,2,S2,0.4171107,0.08163265306122448,49,sentiment_to_policy,39
sentiment,3,S3,0.3394521,0.07727272727272727,220,sentiment_to_policy,39
sentiment,4,S4,0.36004525,0.057692307692307696,104,sentiment_to_policy,39
sentiment,5,S5,0.36380488,0.1111111111111111,81,sentiment_to_policy,39
sentiment,6,S6,0.4099577,0.2391304347826087,46,sentiment_to_policy,39
sentiment,7,S7,0.44156668,0.358974358974359,39,sentiment_to_policy,39
sentiment,8,S8,0.39204052,0.06666666666666667,15,sentiment_to_policy,39
policy,0,P0,0.37322828,0.11811023622047244,127,policy_to_sentiment,40
policy,1,P1,0.3816198,0.21568627450980393,51,policy_to_sentiment,40
policy,2,P2,0.35475573,0.08695652173913043,46,policy_to_sentiment,40
policy,3,P3,0.3137852,0.030612244897959183,98,policy_to_sentiment,40
policy,4,P4,0.39786622,0.15217391304347827,46,policy_to_sentiment,40
policy,5,P5,0.3505863,0.031578947368421054,95,policy_to_sentiment,40
policy,6,P6,0.34798613,0.07017543859649122,114,policy_to_sentiment,40
policy,7,P7,0.3205727,0.08080808080808081,99,policy_to_sentiment,40
policy,8,P8,0.405066,0.25882352941176473,85,policy_to_sentiment,40
sentiment,0,S0,0.3832303,0.18840579710144928,69,sentiment_to_policy,40
sentiment,1,S1,0.35936555,0.08695652173913043,138,sentiment_to_policy,40
sentiment,2,S2,0.4067322,0.04081632653061224,49,sentiment_to_policy,40
sentiment,3,S3,0.34286168,0.06818181818181818,220,sentiment_to_policy,40
sentiment,4,S4,0.35557133,0.057692307692307696,104,sentiment_to_policy,40
sentiment,5,S5,0.3616751,0.09876543209876543,81,sentiment_to_policy,40
sentiment,6,S6,0.40064862,0.15217391304347827,46,sentiment_to_policy,40
sentiment,7,S7,0.4425183,0.358974358974359,39,sentiment_to_policy,40
sentiment,8,S8,0.40032786,0.06666666666666667,15,sentiment_to_policy,40
