direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,below_calibrated_threshold,coverage_threshold,threshold_method,similarity_band,review_is_match,review_notes
policy_to_sentiment,policy_claim_02596,policy_generative_ai_in_the_australian_education_system_an_open_data_set_of_stakeholder_recommendations_and_emerging_analysis_from_a_public_inquiry_chunk_0054,policy_generative_ai_in_the_australian_education_system_an_open_data_set_of_stakeholder_recommendations_and_emerging_analysis_from_a_public_inquiry,australia,policy,8,P8,requires_or_depends_on,"Moreover, most of the 'non -tertiary' coverage in the data has significant implications for tertiary education in the following ways: (a) school curricula changes will inevitably impact tertiary education intakes and thus tertiary education curricula, even if tertiary educators would not otherwise make any changes; (b) calls for evidence in schools are likely -we hope -to require funding for tertiary education institutions in developing evidence generation capacity (i.e., research degrees, Master of Educational Technology) and indeed in generating evidence (i.e., research funding); (c) much of the discussion of teacher education is about university-based ITE and/or professional learning in which tertiary providers play a key role.","Moreover, most of the 'non -tertiary' coverage in the data has significant implications for tertiary education in the following ways: (a) school curricula changes will inevitably impact tertiary education intakes and thus tertiary education curricula, even if tertiary educators would not otherwise make any changes; (b) calls for evidence in schools are likely -we hope -to require funding for tertiary education institutions in developing evidence generation capacity (i.e., research degrees, Master of Educational Technology) and indeed in generating evidence (i.e., research funding); (c) much of the discussion of teacher education is about university-based ITE and/or professional learning in which tertiary providers play a key role.",sentiment_claim_00709,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0026,sentiment,2,S2,"do you think it could help more people to succeed in education and training, or could it disadvantage certain learners)?","do you think it could help more people to succeed in education and training, or could it disadvantage certain learners)?",0.5716316103935242,0.5648530125617981,0.4351469874382019,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_01143,policy_ai_guidance_classroom_considerations_chunk_0004,policy_ai_guidance_classroom_considerations,usa,policy,7,P7,enables_or_supports,Step Scaffolding Scale for Students The following 5 step implementation framework can be a practical tool to help students understand the various ways and levels at which AI can support their learning journey.,Step Scaffolding Scale for Students The following 5 step implementation framework can be a practical tool to help students understand the various ways and levels at which AI can support their learning journey.,sentiment_claim_00753,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0014,sentiment,5,S5,AI will enhance teachers' ability to support individual pupils 5.,AI will enhance teachers' ability to support individual pupils 5.,0.5938702821731567,0.5790969729423523,0.4209030270576477,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_00968,policy_ai_guidance_chunk_0001,policy_ai_guidance,usa,policy,7,P7,requires_or_depends_on,"We extend our gratitude to the AI Task Force members for bringing their knowledge, perspective, and needs to the development process.","We extend our gratitude to the AI Task Force members for bringing their knowledge, perspective, and needs to the development process.",sentiment_claim_00185,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0012,sentiment,5,S5,"Given the specific context of the project, which centres on changing teachers' perceptions of AI and encouraging the integration of AI tools into classrooms, the measure of participants' use of knowledge and skills was extensively developed by incorporating into the framework the Technology Acceptance Model (Davis et al.","Given the specific context of the project, which centres on changing teachers' perceptions of AI and encouraging the integration of AI tools into classrooms, the measure of participants' use of knowledge and skills was extensively developed by incorporating into the framework the Technology Acceptance Model (Davis et al.",0.6318466663360596,0.6298922300338745,0.3701077699661255,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_03799,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0003,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,usa,policy,8,P8,causes_or_increases,The use of AI became controversial due to its perceived novelty in the field.,The use of AI became controversial due to its perceived novelty in the field.,sentiment_claim_00144,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0007,sentiment,3,S3,"However, the adoption of AI also raises ethical and societal concerns that need to be addressed.","However, the adoption of AI also raises ethical and societal concerns that need to be addressed.",0.7030220627784729,0.6993083953857422,0.3006916046142578,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_01179,policy_ai_guidance_classroom_considerations_chunk_0019,policy_ai_guidance_classroom_considerations,usa,policy,3,P3,enables_or_supports,This mindset is key to supporting more students entering the workforce with AI proficiency.,This mindset is key to supporting more students entering the workforce with AI proficiency.,sentiment_claim_00428,sentiment_original_eprs_ata_2025_769494_en_chunk_0005,sentiment,3,S3,"However, some research advocates integrating AI into learning tools to enhance critical thinking and problem solving, as this would help students develop the analytical skills needed for a technology-driven future.","However, some research advocates integrating AI into learning tools to enhance critical thinking and problem solving, as this would help students develop the analytical skills needed for a technology-driven future.",0.7602381706237793,0.7387449741363525,0.26125502586364746,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03171,policy_k_12_artificial_intelligence_ai_use_guidelines_chunk_0024,policy_k_12_artificial_intelligence_ai_use_guidelines,usa,policy,7,P7,enables_or_supports,Partnership with Families: Parents and guardians agree to actively monitor their children's use of AI at home and collaborate with educators to promote responsible and ethical use of technology..,Partnership with Families: Parents and guardians agree to actively monitor their children's use of AI at home and collaborate with educators to promote responsible and ethical use of technology..,sentiment_claim_00680,sentiment_original_oco_ai_and_us_young_peoples_views_and_understanding_of_artificial_intelligence_chunk_0014,sentiment,0,S0,"Given the positive and negative impacts of AI on children's rights, the YAP would like to see young people supported to use AI in a way that is safe.","Given the positive and negative impacts of AI on children's rights, the YAP would like to see young people supported to use AI in a way that is safe.",0.7084559202194214,0.682971179485321,0.31702882051467896,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_01149,policy_ai_guidance_classroom_considerations_chunk_0006,policy_ai_guidance_classroom_considerations,usa,policy,7,P7,expected_to_improve,"This rubric provides a structured approach for incorporating AI at various levels of complexity and for different educational purposes, ranging from basic understanding and application of AI tools to more advanced analysis and creation tasks using AI technologies.","This rubric provides a structured approach for incorporating AI at various levels of complexity and for different educational purposes, ranging from basic understanding and application of AI tools to more advanced analysis and creation tasks using AI technologies.",sentiment_claim_00269,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0088,sentiment,5,S5,It is also necessary for developers to work with teachers to create more appropriate educational AI tools.,It is also necessary for developers to work with teachers to create more appropriate educational AI tools.,0.6949443221092224,0.6709817051887512,0.3290182948112488,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_02722,policy_generative_artificial_intelligence_guidelines_chunk_0011,policy_generative_artificial_intelligence_guidelines,australia,policy,0,P0,causes_or_increases,"For current best-practice guidance on using generative AI platforms to generate new works and modify existing works for educational purposes, please refer to the Smartcopying Using Generative AI Platforms in Schools factsheet.","For current best-practice guidance on using generative AI platforms to generate new works and modify existing works for educational purposes, please refer to the Smartcopying Using Generative AI Platforms in Schools factsheet.",sentiment_claim_00267,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0088,sentiment,5,S5,"7.1 On professional learning about AI Although teachers stated that they intend to use AI tools in their classroom practice, their responses illustrate clearly that we need to consider more carefully the design of future learning activities connected to teachers' everyday classroom activities to enable them to understand the main ideas of AI (i.e., that AI is a software that learns, that it adjusts, and that it processes data) and to be able to define clearly what it is and to point to examples in classroom practice.","7.1 On professional learning about AI Although teachers stated that they intend to use AI tools in their classroom practice, their responses illustrate clearly that we need to consider more carefully the design of future learning activities connected to teachers' everyday classroom activities to enable them to understand the main ideas of AI (i.e., that AI is a software that learns, that it adjusts, and that it processes data) and to be able to define clearly what it is and to point to examples in classroom practice.",0.6941157579421997,0.6846399903297424,0.31536000967025757,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_01874,policy_ai_report_us_gov_chunk_0096,policy_ai_report_us_gov,usa,policy,6,P6,causes_or_increases,"For example, one panelist said that an overarching goal of improving AI literacy is necessary if they are to contribute to how those technologies are designed.","For example, one panelist said that an overarching goal of improving AI literacy is necessary if they are to contribute to how those technologies are designed.",sentiment_claim_00014,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0013,sentiment,3,S3,"On the one hand because literacy can be a precondition for participation, on the other hand because AI literacy will allow us to better grasp the different layers, beyond the mere use of technology.","On the one hand because literacy can be a precondition for participation, on the other hand because AI literacy will allow us to better grasp the different layers, beyond the mere use of technology.",0.7711082100868225,0.7664650082588196,0.23353499174118042,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03885,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0053,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,usa,policy,0,P0,enables_or_supports,(4) What do you think are the limitations of AI use for the purpose of learning in higher education versus early education?,(4) What do you think are the limitations of AI use for the purpose of learning in higher education versus early education?,sentiment_claim_00289,sentiment_original_ai_is_a_threat_to_the_essence_of_education_the_irish_times_chunk_0001,sentiment,1,S1,Much of the talk around AI in schools has understandably centred on students' use of it and the ways in which this might undermine the academic integrity of State exams.,Much of the talk around AI in schools has understandably centred on students' use of it and the ways in which this might undermine the academic integrity of State exams.,0.7503077983856201,0.742148220539093,0.257851779460907,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03824,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0015,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,usa,policy,8,P8,reduces_or_prevents,"Thereafter, after considering the effects AI has on students and teachers, I built a conclusion on AI' s effectiveness on achieving equity and the current barriers preventing equitable outcomes in education.","Thereafter, after considering the effects AI has on students and teachers, I built a conclusion on AI' s effectiveness on achieving equity and the current barriers preventing equitable outcomes in education.",sentiment_claim_00419,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0022,sentiment,3,S3,"Meanwhile, addressing equity requires mitigating the flipped AI divide, where students from higher-income backgrounds retain access to human teachers while others are relegated to AI-mediated instruction.","Meanwhile, addressing equity requires mitigating the flipped AI divide, where students from higher-income backgrounds retain access to human teachers while others are relegated to AI-mediated instruction.",0.7713890075683594,0.7534172534942627,0.2465827465057373,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03009,policy_guidetoaiinschools_chunk_0034,policy_guidetoaiinschools,usa,policy,7,P7,requires_or_depends_on,"F Does our current student data privacy policy adequately address the AI tools that we are using or might use in the future, or do we need to make adjustments?","F Does our current student data privacy policy adequately address the AI tools that we are using or might use in the future, or do we need to make adjustments?",sentiment_claim_00266,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0087,sentiment,1,S1,6.5 Student ethical awareness and worries regarding AI about the potential loss of privacy due to the collection of data (67.8%).,6.5 Student ethical awareness and worries regarding AI about the potential loss of privacy due to the collection of data (67.8%).,0.7413462400436401,0.6706528663635254,0.3293471336364746,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_02906,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0039,policy_guidance_on_artificial_intelligence_in_schools_2025,ireland,policy,7,P7,expected_to_improve,"Given that AI technologies are advancing rapidly, it is essential that school policies and practices remain flexible and responsive to these emerging developments.","Given that AI technologies are advancing rapidly, it is essential that school policies and practices remain flexible and responsive to these emerging developments.",sentiment_claim_00420,sentiment_original_eprs_ata_2025_769494_en_chunk_0001,sentiment,3,S3,"The need to strengthen generative AI literacy for children, educators and parents is therefore growing increasingly important, along with greater efforts by industry and enhanced implementation of AI legislation, including monitoring indicators.","The need to strengthen generative AI literacy for children, educators and parents is therefore growing increasingly important, along with greater efforts by industry and enhanced implementation of AI legislation, including monitoring indicators.",0.7063318490982056,0.6947234272956848,0.3052765727043152,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_00920,policy_ai_competency_framework_for_teachers_chunk_0092,policy_ai_competency_framework_for_teachers,other,policy,6,P6,requires_or_depends_on,Such regulations also need to be regularly reviewed and adapted to respond to novel ethical issues presented by emerging technologies such as generative AI.,Such regulations also need to be regularly reviewed and adapted to respond to novel ethical issues presented by emerging technologies such as generative AI.,sentiment_claim_00562,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0053,sentiment,3,S3,The need for institutional guidelines to ensure responsible and ethical AI use was emphasised.,The need for institutional guidelines to ensure responsible and ethical AI use was emphasised.,0.7532103061676025,0.7114691734313965,0.2885308265686035,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03520,policy_oco_ai_policy_spotlight_report_chunk_0034,policy_oco_ai_policy_spotlight_report,ireland,policy,1,P1,enables_or_supports,"Provide parents with accessible, easy-to-understand resources to help them guide their children safely and confidently in their engagement with AI.","Provide parents with accessible, easy-to-understand resources to help them guide their children safely and confidently in their engagement with AI.",sentiment_claim_00075,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0040,sentiment,4,S4,"Both the Youth and the Education departments have engaged AI expert groups in developing an understanding of the topic, delivering trainings and creating resources for the youth and education sectors.","Both the Youth and the Education departments have engaged AI expert groups in developing an understanding of the topic, delivering trainings and creating resources for the youth and education sectors.",0.6946732997894287,0.6869637370109558,0.3130362629890442,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03211,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0029,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,france,policy,2,P2,causes_or_increases,"Si une minorité d'enseignants est très engagée et impulse réflexions, pratiques et échanges au sein des établissements comme des académies, une majorité d'enseignants semble encore sur la défensive, voire clairement réticente face à l'arrivée de l'IA dans le champ éducatif en raison de nombreuses inquiétudes, et notamment de craintes liées à un risque de dépossession de leurs gestes professionnels.","Si une minorité d'enseignants est très engagée et impulse réflexions, pratiques et échanges au sein des établissements comme des académies, une majorité d'enseignants semble encore sur la défensive, voire clairement réticente face à l'arrivée de l'IA dans le champ éducatif en raison de nombreuses inquiétudes, et notamment de craintes liées à un risque de dépossession de leurs gestes professionnels.",sentiment_claim_00202,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0032,sentiment,1,S1,"Fewer teachers reported that they are concerned about the negative consequences of the use of AI (e.g., the teaching profession will be devalued, teachers will be progressively replaced with AI, relationships between teachers and students will be impoverished, education will be dehumanised, private companies will have an increasing influence on schooling, students' personal information will be more at risk of being breached and used at their expense).","Fewer teachers reported that they are concerned about the negative consequences of the use of AI (e.g., the teaching profession will be devalued, teachers will be progressively replaced with AI, relationships between teachers and students will be impoverished, education will be dehumanised, private companies will have an increasing influence on schooling, students' personal information will be more at risk of being breached and used at their expense).",0.7087352275848389,0.6911778450012207,0.3088221549987793,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_00703,policy_ai_competency_framework_for_teachers_chunk_0003,policy_ai_competency_framework_for_teachers,other,policy,3,P3,requires_or_depends_on,This shift requires a re-examination of teachers' roles and the competencies they need in the AI era.,This shift requires a re-examination of teachers' roles and the competencies they need in the AI era.,sentiment_claim_00638,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0079,sentiment,1,S1,"Ultimately, the impact of AI on a teacher's workload will depend on how it is integrated into their practice and the support they receive from their institutions and the wider education system.","Ultimately, the impact of AI on a teacher's workload will depend on how it is integrated into their practice and the support they receive from their institutions and the wider education system.",0.7594913244247437,0.7555965781211853,0.2444034218788147,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_00103,policy_2025_12_16_first_interim_report_en_chunk_0038,policy_2025_12_16_first_interim_report_en,ireland,policy,8,P8,causes_or_increases,"The Committee heard that a fundamental concern centres on training data biases, where current AI systems reflect and perpetuate existing inequalities due to the significant underrepresentation of people with disabilities in their development.","The Committee heard that a fundamental concern centres on training data biases, where current AI systems reflect and perpetuate existing inequalities due to the significant underrepresentation of people with disabilities in their development.",sentiment_claim_00710,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0026,sentiment,2,S2,"Staff and learners are alarmed about equity and bias and GenAI reinforcing existing inequalities, especially due to the algorithmic bias and the lack of diversity in GenAI development.","Staff and learners are alarmed about equity and bias and GenAI reinforcing existing inequalities, especially due to the algorithmic bias and the lack of diversity in GenAI development.",0.7325975894927979,0.7060623168945312,0.29393768310546875,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_02298,policy_digital_strategy_for_schools_to_2027_chunk_0040,policy_digital_strategy_for_schools_to_2027,ireland,policy,5,P5,enables_or_supports,Teacher professional learning empowers the teaching profession to better meet the challenging educational needs of young people in these complextimes.,Teacher professional learning empowers the teaching profession to better meet the challenging educational needs of young people in these complextimes.,sentiment_claim_00541,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0047,sentiment,5,S5,"There is a recognition that teaching staff, at all levels, require professional learning activities in this area and that these need to be more engaging and varied in nature.","There is a recognition that teaching staff, at all levels, require professional learning activities in this area and that these need to be more engaging and varied in nature.",0.7543165683746338,0.746318519115448,0.253681480884552,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_00680,policy_ai_competency_framework_for_students_chunk_0126,policy_ai_competency_framework_for_students,other,policy,3,P3,risks_or_threatens,Will AI enhance or threaten inclusion and equity?,Will AI enhance or threaten inclusion and equity?,sentiment_claim_00364,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0001,sentiment,3,S3,"Equity and the flipped AI divide : AI has the potential to exacerbate existing educational inequalities due to a gap in access to technology between different socio-economic groups, a gap that is beginning to flip so that students from higher-income backgrounds retain access to human teachers, while others are 'relegated' to AI-mediated instruction..","Equity and the flipped AI divide : AI has the potential to exacerbate existing educational inequalities due to a gap in access to technology between different socio-economic groups, a gap that is beginning to flip so that students from higher-income backgrounds retain access to human teachers, while others are 'relegated' to AI-mediated instruction..",0.7558077573776245,0.7449250221252441,0.25507497787475586,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_02212,policy_digital_strategy_for_schools_to_2027_chunk_0008,policy_digital_strategy_for_schools_to_2027,ireland,policy,5,P5,enables_or_supports,Digital technologies facilitated the continuity of learning during school closures but also highlighted the challenges that exist for some learners.,Digital technologies facilitated the continuity of learning during school closures but also highlighted the challenges that exist for some learners.,sentiment_claim_00070,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0036,sentiment,0,S0,"Conclusions on Digital Youth Work (2019), highlighting the role of digital literacy and youth work to 'allow for experiential learning in a non-formal setting and to involve young people in activities to strengthen their digital competences and media literacy.","Conclusions on Digital Youth Work (2019), highlighting the role of digital literacy and youth work to 'allow for experiential learning in a non-formal setting and to involve young people in activities to strengthen their digital competences and media literacy.",0.6657739877700806,0.6595809459686279,0.34041905403137207,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_01313,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0066,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,australia,policy,6,P6,enables_or_supports,"One model developed by IAMAI to support this is a 3 step Consider, Select, Enact approach which enables a practical response to any general principle for AI across different time horizons.","One model developed by IAMAI to support this is a 3 step Consider, Select, Enact approach which enables a practical response to any general principle for AI across different time horizons.",sentiment_claim_00001,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0008,sentiment,4,S4,"Lastly, the need to understand AI technologies is closely connected to what actions are needed to support it what are the specific competences or policies that need to guide us in navigating an AI-enabled world.","Lastly, the need to understand AI technologies is closely connected to what actions are needed to support it what are the specific competences or policies that need to guide us in navigating an AI-enabled world.",0.6827300190925598,0.6716859936714172,0.32831400632858276,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_00754,policy_ai_competency_framework_for_teachers_chunk_0034,policy_ai_competency_framework_for_teachers,other,policy,6,P6,requires_or_depends_on,"The implementation of a human-centred approach requires regulators, providers of AI and institutions to be co-responsible for governance before requiring teachers to apply principles applicable for their profession.","The implementation of a human-centred approach requires regulators, providers of AI and institutions to be co-responsible for governance before requiring teachers to apply principles applicable for their profession.",sentiment_claim_00268,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0088,sentiment,5,S5,"In short, teachers need to be supported through a range of focused professional learning pathways to enable them to develop an understanding of how to effectively use existing and future AI powered tools in their classroom.","In short, teachers need to be supported through a range of focused professional learning pathways to enable them to develop an understanding of how to effectively use existing and future AI powered tools in their classroom.",0.6707634925842285,0.6604833006858826,0.33951669931411743,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,upper_middle,,
policy_to_sentiment,policy_claim_03673,policy_oco_ai_policy_spotlight_report_chunk_0121,policy_oco_ai_policy_spotlight_report,ireland,policy,1,P1,enables_or_supports,"In the context of AI in education, it supports the need for impact assessment, monitoring, redress, privacy protection, participation, and policies grounded in children’s best interests and educational rights.","In the context of AI in education, it supports the need for impact assessment, monitoring, redress, privacy protection, participation, and policies grounded in children’s best interests and educational rights.",sentiment_claim_00731,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0001,sentiment,3,S3,It is equally important to ensure pupils' and educators' wellbeing and provide guidance on the opportunities and limitations of AI in education .,It is equally important to ensure pupils' and educators' wellbeing and provide guidance on the opportunities and limitations of AI in education .,0.8259761929512024,0.7887460589408875,0.21125394105911255,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,highest_10pct,,
policy_to_sentiment,policy_claim_01046,policy_ai_guidance_chunk_0050,policy_ai_guidance,usa,policy,7,P7,enables_or_supports,Explain the systems in place to support educators learning about AI.,Explain the systems in place to support educators learning about AI.,sentiment_claim_00015,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0013,sentiment,3,S3,"Learning with AI - referring to the use of AI-driven tools for teaching and learning, including the use of AI tools to support learners (for example intelligent tutoring systems, chatbots), to support administrative systems (for example schedule or learning management), to support educators (for example smart curation of educational materials).","Learning with AI - referring to the use of AI-driven tools for teaching and learning, including the use of AI tools to support learners (for example intelligent tutoring systems, chatbots), to support administrative systems (for example schedule or learning management), to support educators (for example smart curation of educational materials).",0.8378428816795349,0.8231127262115479,0.17688727378845215,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,highest_10pct,,
policy_to_sentiment,policy_claim_03691,policy_our_ai_our_ambition_for_france_chunk_0008,policy_our_ai_our_ambition_for_france,france,policy,8,P8,requires_or_depends_on,"B AIMING FOR HUMANISM IN AI DEPLOYMENT time, we need to invest in analyzing the impact of AI on the quantity and quality of jobs AI itself can be put at the service of social dialogue, with the creation and deployment of specialized tools Finally, AI systems should be used to improve the quality of public services.","B AIMING FOR HUMANISM IN AI DEPLOYMENT time, we need to invest in analyzing the impact of AI on the quantity and quality of jobs AI itself can be put at the service of social dialogue, with the creation and deployment of specialized tools Finally, AI systems should be used to improve the quality of public services.",sentiment_claim_00500,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0028,sentiment,3,S3,"The premise was that AI-related skills are necessary for society and the goal to promote the understanding, responsibility, and safe use of AI.","The premise was that AI-related skills are necessary for society and the goal to promote the understanding, responsibility, and safe use of AI.",0.8237114548683167,0.8031913638114929,0.19680863618850708,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,highest_10pct,,
policy_to_sentiment,policy_claim_03011,policy_guidetoaiinschools_chunk_0034,policy_guidetoaiinschools,usa,policy,7,P7,requires_or_depends_on,"F Do we have a clear policy on when and how teachers may use AI, or do we need to make adjustments?","F Do we have a clear policy on when and how teachers may use AI, or do we need to make adjustments?",sentiment_claim_00656,sentiment_original_how_are_teachers_in_europe_using_ai_in_the_classroom_and_which_country_uses_it_the_most_euronews_chunk_0002,sentiment,5,S5,And what do teachers rely on AI for the most?,And what do teachers rely on AI for the most?,0.8290737867355347,0.8027005791664124,0.19729942083358765,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,highest_10pct,,
policy_to_sentiment,policy_claim_03478,policy_oco_ai_policy_spotlight_report_chunk_0016,policy_oco_ai_policy_spotlight_report,ireland,policy,1,P1,causes_or_increases,There is a need for research on the impact of AI on the rights of children and to map AI technologies that have the greatest potential to create a positive and negative impact on children's rights.,There is a need for research on the impact of AI on the rights of children and to map AI technologies that have the greatest potential to create a positive and negative impact on children's rights.,sentiment_claim_00117,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0060,sentiment,0,S0,Include a mapping of the AI technologies that have the greatest potential to create a positive and/or negative impact on youth rights.,Include a mapping of the AI technologies that have the greatest potential to create a positive and/or negative impact on youth rights.,0.8622220158576965,0.8492650985717773,0.15073490142822266,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,highest_10pct,,
