direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,below_calibrated_threshold,coverage_threshold,threshold_method
sentiment_to_policy,sentiment_claim_00595,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0068,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,3,S3,requires_or_depends_on,"Subject-specific implications of GenAI The impact of GenAI on teaching and learning practices can vary considerably depending on the subject area of implementation, reflecting the unique pedagogical goals, challenges, and opportunities presented by each discipline.","Subject-specific implications of GenAI The impact of GenAI on teaching and learning practices can vary considerably depending on the subject area of implementation, reflecting the unique pedagogical goals, challenges, and opportunities presented by each discipline.",policy_claim_02882,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0029,policy,0,P0,"Teaching resources: GenAI can assist teachers in the process of producing a variety of teaching materials, including text summaries adapted to different reading abilities, texts that reflect diverse or opposing viewpoints, localised texts, writing examples across varied genres, and assessment tools such as quizzes aligned with the curriculum.","Teaching resources: GenAI can assist teachers in the process of producing a variety of teaching materials, including text summaries adapted to different reading abilities, texts that reflect diverse or opposing viewpoints, localised texts, writing examples across varied genres, and assessment tools such as quizzes aligned with the curriculum.",0.7196224927902222,0.7022573947906494,0.2977426052093506,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00596,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0068,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,3,S3,enables_or_supports,"In STEM and Arts and Humanities subjects, GenAI may support these skills, which are crucial for leveraging AI's potential while mitigating risks like academic dishonesty.","In STEM and Arts and Humanities subjects, GenAI may support these skills, which are crucial for leveraging AI's potential while mitigating risks like academic dishonesty.",policy_claim_03368,policy_men_dne_brochure_ia_2024_uk_web_chunk_0013,policy,0,P0,"We must contend with the fact that GenAI can produce relatively well-organized papers and essays and impressive works of art , and can pass some knowledge-based exams in certain subject areas.","We must contend with the fact that GenAI can produce relatively well-organized papers and essays and impressive works of art , and can pass some knowledge-based exams in certain subject areas.",0.7240011692047119,0.7060920596122742,0.29390794038772583,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00597,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0068,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,3,S3,requires_or_depends_on,"To effectively integrate AI into teaching, there is a consistent call for ongoing professional development for educators.","To effectively integrate AI into teaching, there is a consistent call for ongoing professional development for educators.",policy_claim_00792,policy_ai_competency_framework_for_teachers_chunk_0041,policy,3,P3," The AI for professional development aspect outlines competencies teachers need to develop in order to use AI properly in driving their lifelong professional learning, supporting collaborative professional development and exploring professional transformation."," The AI for professional development aspect outlines competencies teachers need to develop in order to use AI properly in driving their lifelong professional learning, supporting collaborative professional development and exploring professional transformation.",0.8012490272521973,0.7966362833976746,0.20336371660232544,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00598,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0069,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"Research participants highlighted how by automating routine tasks and generating new ideas, GenAI may facilitate artistic exploration and innovation, allowing students to focus on higher-level creative decisions.","Research participants highlighted how by automating routine tasks and generating new ideas, GenAI may facilitate artistic exploration and innovation, allowing students to focus on higher-level creative decisions.",policy_claim_03148,policy_k_12_artificial_intelligence_ai_use_guidelines_chunk_0015,policy,0,P0,Aiding Creativity: Students can harness generative AI to generate creativity across diverse subjects and content areas..,Aiding Creativity: Students can harness generative AI to generate creativity across diverse subjects and content areas..,0.7263049483299255,0.7102625370025635,0.2897374629974365,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00599,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0069,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"As noted by a teacher in Spain, this technology can be particularly empowering to those students who regard themselves as less talented for traditional arts forms: 'Often a student, due to lack of manual dexterity, has very good ideas, but when he is unable to carry them out, he gets frustrated, blocked and those ideas stay in his head and do not come back, and nobody knows them.","As noted by a teacher in Spain, this technology can be particularly empowering to those students who regard themselves as less talented for traditional arts forms: 'Often a student, due to lack of manual dexterity, has very good ideas, but when he is unable to carry them out, he gets frustrated, blocked and those ideas stay in his head and do not come back, and nobody knows them.",policy_claim_03233,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0056,policy,2,P2,"Aussi, si l'enseignant ne met pas à la bonne place l'IA dans les activités pédagogiques, il contribue à un effondrement cultu rel : il n'y a plus d'ouverture, on ne distingue plus la singularité d'une œuvre artistique d'une production artificiellement artistique.","Aussi, si l'enseignant ne met pas à la bonne place l'IA dans les activités pédagogiques, il contribue à un effondrement cultu rel : il n'y a plus d'ouverture, on ne distingue plus la singularité d'une œuvre artistique d'une production artificiellement artistique.",0.6436431407928467,0.6296164393424988,0.3703835606575012,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00600,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0069,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"So, giving them an option to release those ideas in a simpler, faster, easier way, I think, can help students who are blocked when it comes to expressing their creativity.","So, giving them an option to release those ideas in a simpler, faster, easier way, I think, can help students who are blocked when it comes to expressing their creativity.",policy_claim_02772,policy_guidance_for_ai_policy_development_chunk_0013,policy,7,P7,"When allowed, how might this tool support students when generating ideas and initial arguments?","When allowed, how might this tool support students when generating ideas and initial arguments?",0.7205719351768494,0.6538059115409851,0.3461940884590149,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00601,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0069,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"They don't know where to start, they don't know which path to follow, they don't know how to generate an idea from scratch, or how to take it, or how to capture it on paper from scratch.' (Teacher in Spain, translation).","They don't know where to start, they don't know which path to follow, they don't know how to generate an idea from scratch, or how to take it, or how to capture it on paper from scratch.' (Teacher in Spain, translation).",policy_claim_02967,policy_guidetoaiinschools_chunk_0018,policy,0,P0,"Independent Thinking a high school English language arts teacher on the West Coast: 'I worry that these kids are going to have these sort of dim interior lives void of imagination, because they're not doing any of the interesting investigative work into how to learn; you have got to learn to think for yourself before you ask a tool to think for you.","Independent Thinking a high school English language arts teacher on the West Coast: 'I worry that these kids are going to have these sort of dim interior lives void of imagination, because they're not doing any of the interesting investigative work into how to learn; you have got to learn to think for yourself before you ask a tool to think for you.",0.5897055864334106,0.5642449259757996,0.43575507402420044,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00602,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0069,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"In arts education, respondents discussed how GenAI can also be used to support student learning by providing personalised feedback and guidance.","In arts education, respondents discussed how GenAI can also be used to support student learning by providing personalised feedback and guidance.",policy_claim_02877,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0028,policy,5,P5,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,0.7679064869880676,0.7153987884521484,0.28460121154785156,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00603,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"For example, AI-powered tools can be used to analyse student artwork and provide suggestions for improvement, allowing students to refine their skills and develop their own unique style.","For example, AI-powered tools can be used to analyse student artwork and provide suggestions for improvement, allowing students to refine their skills and develop their own unique style.",policy_claim_02508,policy_doai_24_educator_guide_chunk_0005,policy,0,P0,"USE OF AI TOOLS In our lesson materials, we make use of a number of AI tools to create practical, hands-on activities that are engaging for students.","USE OF AI TOOLS In our lesson materials, we make use of a number of AI tools to create practical, hands-on activities that are engaging for students.",0.8024438619613647,0.7945306897163391,0.2054693102836609,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00604,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"To benefit from this technology, students need to be able to craft prompts that can produce the desired outputs: 'The integration into cognitive processes happens the moment I use the AI for myself and experience how journalism uses it etc.","To benefit from this technology, students need to be able to craft prompts that can produce the desired outputs: 'The integration into cognitive processes happens the moment I use the AI for myself and experience how journalism uses it etc.",policy_claim_03251,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0074,policy,2,P2,"Or l'IA, en s'adaptant aux besoins des élèves et en assistant l'enseignant dans ses préparations, permet d'aller vers de nouvelles pratiques pédagogiques au service de l'autonomie et de la créativité d es élèves, et notamment de renforcer la pédagogie de projet, facilitée par les outils d'IA.","Or l'IA, en s'adaptant aux besoins des élèves et en assistant l'enseignant dans ses préparations, permet d'aller vers de nouvelles pratiques pédagogiques au service de l'autonomie et de la créativité d es élèves, et notamment de renforcer la pédagogie de projet, facilitée par les outils d'IA.",0.735541820526123,0.7318196296691895,0.26818037033081055,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00605,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"But it doesn't interrupt the relationship with writing and language, because I have to be incredibly linguistically competent in order to be able to interact with the AI at all.","But it doesn't interrupt the relationship with writing and language, because I have to be incredibly linguistically competent in order to be able to interact with the AI at all.",policy_claim_00375,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0054,policy,4,P4,"Modifying AI, enhancing essays: How active engagement with generative AI boosts writing quality.","Modifying AI, enhancing essays: How active engagement with generative AI boosts writing quality.",0.6715302467346191,0.6526808738708496,0.3473191261291504,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00606,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,I have the feeling that it's even more conducive to language because I have to talk so intensively about prompting in order to be able to interact with the AI.,I have the feeling that it's even more conducive to language because I have to talk so intensively about prompting in order to be able to interact with the AI.,policy_claim_03360,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0031,policy,2,P2,"PISTES D'USAGES : Sensibilisation à l'IA générative : outil pédagogique pour comprendre les forces et limites des IA conversationnelles, notamment en termes de fiabilité, de diversité linguistique et d'impact environnemental.","PISTES D'USAGES : Sensibilisation à l'IA générative : outil pédagogique pour comprendre les forces et limites des IA conversationnelles, notamment en termes de fiabilité, de diversité linguistique et d'impact environnemental.",0.6745152473449707,0.6679884791374207,0.33201152086257935,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00607,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"For example, they reported the use of GenAI to create interactive language lessons, allowing students to practice their language skills in a more engaging and immersive way.","For example, they reported the use of GenAI to create interactive language lessons, allowing students to practice their language skills in a more engaging and immersive way.",policy_claim_02865,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0026,policy,5,P5,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,0.7304208278656006,0.726507842540741,0.27349215745925903,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00608,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0070,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"Moreover, GenAI can help to create a more inclusive and accessible learning environment, particularly for students who require additional support.","Moreover, GenAI can help to create a more inclusive and accessible learning environment, particularly for students who require additional support.",policy_claim_02671,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2_chunk_0018,policy,5,P5,"By leveraging genAI, educators can create inclusive learning environments, ensure equal opportunities for multilingual learners, and enhance overall student engagement and comprehension.","By leveraging genAI, educators can create inclusive learning environments, ensure equal opportunities for multilingual learners, and enhance overall student engagement and comprehension.",0.847565233707428,0.802518904209137,0.19748109579086304,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00609,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0071,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"However, the use of GenAI in languages teaching also raises important questions about the nature of language learning, the value of human interaction, and the role of the teacher in the language learning process.","However, the use of GenAI in languages teaching also raises important questions about the nature of language learning, the value of human interaction, and the role of the teacher in the language learning process.",policy_claim_02865,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0026,policy,5,P5,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,0.6694817543029785,0.6682230830192566,0.3317769169807434,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00610,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0071,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"While some teachers pointed out that GenAI could help to reduce their workload by automating tasks such as grading and feedback, it also raises questions about the potential for bias and mistakes in AI-generated feedback.","While some teachers pointed out that GenAI could help to reduce their workload by automating tasks such as grading and feedback, it also raises questions about the potential for bias and mistakes in AI-generated feedback.",policy_claim_01803,policy_ai_report_us_gov_chunk_0071,policy,0,P0,"Generally, an AI assistant may be able to reduce the load for teachers related to grading simpler aspects of student responses, allowing the teacher to focus their specialized judgment on important qualities of a whole essay or a complex project.","Generally, an AI assistant may be able to reduce the load for teachers related to grading simpler aspects of student responses, allowing the teacher to focus their specialized judgment on important qualities of a whole essay or a complex project.",0.7501130104064941,0.7157198786735535,0.28428012132644653,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00611,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0071,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"While GenAI offers many benefits, such as facilitating artistic exploration and innovation, making language learning more inclusive, and providing personalised feedback and guidance, it also raises important questions about the nature of creativity, human interaction, and the role of the teacher in the learning process.","While GenAI offers many benefits, such as facilitating artistic exploration and innovation, making language learning more inclusive, and providing personalised feedback and guidance, it also raises important questions about the nature of creativity, human interaction, and the role of the teacher in the learning process.",policy_claim_02741,policy_guidance_for_ai_policy_development_chunk_0001,policy,7,P7,"If used appropriately, GenAI has the potential to truly revolutionize the classroom, freeing up instructional time for educators and allowing for greater innovation.","If used appropriately, GenAI has the potential to truly revolutionize the classroom, freeing up instructional time for educators and allowing for greater innovation.",0.7489904165267944,0.735144853591919,0.26485514640808105,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00612,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"GenAI implications for teaching and learning in STEM subjects In STEM education, GenAI is being utilised to generate academic content, aid information searches, and facilitate collaborative learning and project-based approaches.","GenAI implications for teaching and learning in STEM subjects In STEM education, GenAI is being utilised to generate academic content, aid information searches, and facilitate collaborative learning and project-based approaches.",policy_claim_02145,policy_developing_policy_and_protocols_for_the_use_of_generative_ai_in_k_12_classrooms_march_2025_chunk_0008,policy,6,P6,"Use genAI to support the growth of all students: AI greatly increases educator's ability to improve outcomes for all students through differentiating instruction, and special consideration should be applied for using genAI to support students experiencing poverty, multilingual learners, students with disabilities, and students identified as TAG.","Use genAI to support the growth of all students: AI greatly increases educator's ability to improve outcomes for all students through differentiating instruction, and special consideration should be applied for using genAI to support students experiencing poverty, multilingual learners, students with disabilities, and students identified as TAG.",0.7796373963356018,0.7495949864387512,0.2504050135612488,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00613,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,causes_or_increases,"Participants highlighted the potential of this technology to significantly transform the learning landscape by engaging students in real-world problem-solving tasks, such as generating data sets for analysis or simulating scientific experiments.","Participants highlighted the potential of this technology to significantly transform the learning landscape by engaging students in real-world problem-solving tasks, such as generating data sets for analysis or simulating scientific experiments.",policy_claim_00477,policy_ai_competency_framework_for_students_chunk_0033,policy,3,P3,Students must be supported to construct this understanding by connecting AI concepts with real-world challenges to develop critical problemsolving skills.,Students must be supported to construct this understanding by connecting AI concepts with real-world challenges to develop critical problemsolving skills.,0.6931626200675964,0.6795142292976379,0.32048577070236206,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00614,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"By doing so, GenAI may support the practical application of theoretical knowledge, thereby developing critical thinking and problem-solving skills.","By doing so, GenAI may support the practical application of theoretical knowledge, thereby developing critical thinking and problem-solving skills.",policy_claim_00477,policy_ai_competency_framework_for_students_chunk_0033,policy,3,P3,Students must be supported to construct this understanding by connecting AI concepts with real-world challenges to develop critical problemsolving skills.,Students must be supported to construct this understanding by connecting AI concepts with real-world challenges to develop critical problemsolving skills.,0.6767476201057434,0.6673174500465393,0.3326825499534607,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00615,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"In subjects concerned with computer programming, for example, GenAI can help students articulate and solve coding problems.","In subjects concerned with computer programming, for example, GenAI can help students articulate and solve coding problems.",policy_claim_02865,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0026,policy,5,P5,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,The teacher u ti lises GenAI to produce model conversations at varying levels of complexity as well as sentence starters and vocabulary lists.,0.6914893388748169,0.6808189749717712,0.31918102502822876,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00616,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,requires_or_depends_on,"Well, I just want to know, tell me what you need to know how to do.","Well, I just want to know, tell me what you need to know how to do.",policy_claim_03079,policy_guidetoaiinschools_chunk_0082,policy,0,P0,And so you need to know how to adapt to it.,And so you need to know how to adapt to it.,0.5456240773200989,0.4613868296146393,0.5386131703853607,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00617,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"So, you're trying to help them to define this isn't working and explain why it's not working at that this piece of code is supposed to just present an average of this and it's not working.","So, you're trying to help them to define this isn't working and explain why it's not working at that this piece of code is supposed to just present an average of this and it's not working.",policy_claim_03060,policy_guidetoaiinschools_chunk_0070,policy,0,P0,"And now there's a quiz and you have no idea how to do it because all you did was copy down the answer, and you didn't use it to look at the steps or understand the steps.","And now there's a quiz and you have no idea how to do it because all you did was copy down the answer, and you didn't use it to look at the steps or understand the steps.",0.5370224714279175,0.46926307678222656,0.5307369232177734,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00618,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0073,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,requires_or_depends_on,"But you're learning in the process.' (Teacher in Ireland, original quote) Regarding its potential impact on assessment practices, some participants have argued that GenAI calls for a shift towards process-based assessment.","But you're learning in the process.' (Teacher in Ireland, original quote) Regarding its potential impact on assessment practices, some participants have argued that GenAI calls for a shift towards process-based assessment.",policy_claim_01812,policy_ai_report_us_gov_chunk_0074,policy,0,P0,"Assessment becomes formative when it results in useful reflections and changes to the course of teaching, learning, or both.","Assessment becomes formative when it results in useful reflections and changes to the course of teaching, learning, or both.",0.6560856103897095,0.6325249075889587,0.36747509241104126,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00619,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0074,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,requires_or_depends_on,"This approach values the learning journey over the outcome, requiring students to gain a deeper understanding of the material by focusing on the underlying principles and algorithms.","This approach values the learning journey over the outcome, requiring students to gain a deeper understanding of the material by focusing on the underlying principles and algorithms.",policy_claim_02860,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0026,policy,5,P5,"The tool automatically generates insights and charts, highlighting which curriculum outcomes most students have mastered, and which require further teaching.","The tool automatically generates insights and charts, highlighting which curriculum outcomes most students have mastered, and which require further teaching.",0.6925700902938843,0.678240954875946,0.32175904512405396,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00620,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0074,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"By providing dynamic learning environments, GenAI can encourage practical application of theoretical knowledge.","By providing dynamic learning environments, GenAI can encourage practical application of theoretical knowledge.",policy_claim_02873,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0027,policy,5,P5,"Based on these publicly available resources, they use GenAI to generate case-study-style scenarios for discussion.","Based on these publicly available resources, they use GenAI to generate case-study-style scenarios for discussion.",0.7245124578475952,0.7109454274177551,0.2890545725822449,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00621,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0074,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,other,sentiment,1,S1,enables_or_supports,"For instance, a mathematics professor proposed using virtual environments to help students visualize and navigate through mathematical functions, thereby enhancing their understanding of complex concepts.","For instance, a mathematics professor proposed using virtual environments to help students visualize and navigate through mathematical functions, thereby enhancing their understanding of complex concepts.",policy_claim_03711,policy_policy_brief_2024_ai_in_education_pa_chunk_0002,policy,0,P0,"It can also provide accommodations for students with disabilities such as reading text aloud, taking notes, or creating simulations and virtual reality lessons to make learning more accessible and engaging.","It can also provide accommodations for students with disabilities such as reading text aloud, taking notes, or creating simulations and virtual reality lessons to make learning more accessible and engaging.",0.654708743095398,0.6283798813819885,0.3716201186180115,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
