cause_topic,cause_topic_code,relation_type,effect_topic,effect_topic_code,signed_gap,absolute_gap,evidence_rank_score,policy_sources,sentiment_sources,evidence_corpus,frame_id,chunk_id,doc_id,source_file,heading_context,frame_sentence,cause_span,relation_cue,effect_span,frame_quality,cause_assignment_method,effect_assignment_method,analysis_weight
6,P6,enables_or_supports,6,P6,0.012809418303549211,0.012809418303549211,0.038998561439340676,18,2,policy,policy_frame_00163,policy_ai_advisory_council_ai_on_education_paper_chunk_0005,policy_ai_advisory_council_ai_on_education_paper,markdown/cleaned/policy/ireland/ai-advisory-council-ai-on-education-paper.md,Guidelines on the use of AI,"While this may result in varying or even conflicting guidelines across different settings, this flexibility allows each institution to create guidelines that best suit their educational environment.","While this may result in varying or even conflicting guidelines across different settings, this flexibility",allows,each institution to create guidelines that best suit their educational environment.,0.8414285714285713,hybrid_span_projection,hybrid_span_projection,0.047949147569634906
6,P6,enables_or_supports,6,P6,0.012809418303549211,0.012809418303549211,0.038998561439340676,18,2,policy,policy_frame_02204,policy_generative_artificial_intelligence_guidelines_chunk_0007,policy_generative_artificial_intelligence_guidelines,markdown/cleaned/policy/australia/generative-artificial-intelligence-guidelines.md,3.4. Transparency,"Transparency Transparency when using AI in schools is essential for building trust, ensuring fairness, promoting accountability, enhancing understanding and safeguarding privacy.","Transparency Transparency when using AI in schools is essential for building trust, ensuring fairness",promoting,"accountability, enhancing understanding and safeguarding privacy.",0.6568571428571428,hybrid_span_projection,hybrid_span_projection,0.02685815554785225
6,P6,enables_or_supports,6,P6,0.012809418303549211,0.012809418303549211,0.038998561439340676,18,2,sentiment,sentiment_frame_00635,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0001,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform,markdown/cleaned/sentiment/Survey on artificial intelligence for teaching and learning – Results _ European School Education Platform.md,Survey on artificial intelligence for teaching and learning - Results,"These European level initiatives reflect a commitment to ethical, trustworthy and human-centred AI that supports educational goals while mitigating risks related to data protection, bias and academic integrity.","These European level initiatives reflect a commitment to ethical, trustworthy and human-centred AI that",supports,"educational goals while mitigating risks related to data protection, bias and academic integrity.",0.8994238095238095,hybrid_span_projection,hybrid_span_projection,0.021595071933006065
6,P6,enables_or_supports,6,P6,0.012809418303549211,0.012809418303549211,0.038998561439340676,18,2,sentiment,sentiment_frame_00072,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0050,sentiment_original_051024_insights_into_ai_and_the_youth_sector,markdown/cleaned/sentiment/051024_Insights into AI and the youth sector.md,c. AI ethics boards of private companies,"IBM also mentions AI Ethics Board 'as a central, cross-disciplinary body to support a culture of ethical, responsible, and trustworthy AI throughout IBM'.","IBM also mentions AI Ethics Board 'as a central, cross-disciplinary body",to support,"a culture of ethical, responsible, and trustworthy AI throughout IBM'.",0.789190909090909,hybrid_span_projection,hybrid_span_projection,0.004496018448456745
6,P6,reduces_or_prevents,6,P6,0.012426976750205383,0.012426976750205383,0.03520827635495824,14,2,policy,policy_frame_03078,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy_chunk_0003,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy,markdown/cleaned/policy/australia/TAFE NSW Generative Artificial Intelligence in Education Policy.md,5. Responsible and Appropriate Use,"Respect and uphold privacy and data protection principles to ensure the security of data, prevent data leakage, and avoid unnecessary data collection; - d.","Respect and uphold privacy and data protection principles to ensure the security of data, prevent data leakage, and",avoid,unnecessary data collection,0.63,hybrid_span_projection,hybrid_span_projection,0.0968376055025285
6,P6,reduces_or_prevents,6,P6,0.012426976750205383,0.012426976750205383,0.03520827635495824,14,2,policy,policy_frame_00011,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en_chunk_0003,policy_2025_11_18_opening_statement_dr_deepak_padmanabhan_senior_lecturer_in_computer_science_at_the_school_of_electronics_electrical_engineering_and_computer_science_et_al_queens_university_belfast_en,markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-deepak-padmanabhan-senior-lecturer-in-computer-science-at-the-school-of-electronics-electrical-engineering-and-computer-science-et-al-queens-university-belfast_en.md,Regulation of AI,"GDPR is motivated primarily by individualised data privacy considerations, whereas the EU AI Act seeks to prevent manifest risk.","GDPR is motivated primarily by individualised data privacy considerations, whereas the EU AI Act seeks",to prevent,manifest risk.,0.5514285714285714,hybrid_span_projection,hybrid_span_projection,0.07524079066540429
6,P6,reduces_or_prevents,6,P6,0.012426976750205383,0.012426976750205383,0.03520827635495824,14,2,sentiment,sentiment_frame_00141,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0025,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,markdown/cleaned/sentiment/3RemittancesReview-Volume8-Issue4Saajdmalakand.md,4.3 Qualitative Analysis under the themes of Hope,"Narratives: Hypothetical scenarios and real-life case studies often parallel each other, heralding a future where AI can mitigate diagnostic errors, accelerate drug discovery, or even pave the way for curing hitherto incurable diseases.","Hypothetical scenarios and real-life case studies often parallel each other, heralding a future where AI",can mitigate,"diagnostic errors, accelerate drug discovery, or even pave the way for curing hitherto incurable diseases.",0.9862500000000001,document_nmf_fallback,document_nmf_fallback,0.01030625547765026
6,P6,reduces_or_prevents,6,P6,0.012426976750205383,0.012426976750205383,0.03520827635495824,14,2,sentiment,sentiment_frame_00314,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0007,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,markdown/cleaned/sentiment/artificial intelligence in classrooms-QA0126065ENN.md,Ethics of AI,"It must be lawful (comply with all applicable laws and regulations), robust (resilient from both a technical and social perspective to prevent unintended harms), and ethical (adhering to four ethical imperatives: respect for human autonomy (D), prevention of harm (C), fairness (D), and explicability).","It must be lawful (comply with all applicable laws and regulations), robust (resilient from both a technical and social perspective",to prevent,"unintended harms), and ethical (adhering to four ethical imperatives",0.824,hybrid_span_projection,hybrid_span_projection,0.005739544645906366
1,P1,causes_or_increases,0,P0,-0.015461020672274802,0.015461020672274802,0.033971334611825554,3,5,policy,policy_frame_02414,policy_guidetoaiinschools_chunk_0019,policy_guidetoaiinschools,markdown/cleaned/policy/usa/GuideToAIInSchools.md,Attention Span,It's so gamified that the kid loses the capacity to sit down and read a book because the book isn't flashing lights and adapting to them every second.,the book isn't flashing lights and adapting to them every second.,because,It's so gamified that the kid loses the capacity to sit down and read a book,0.8632247899159664,hybrid_span_projection,document_nmf_fallback,0.0016012903662885945
1,P1,causes_or_increases,0,P0,-0.015461020672274802,0.015461020672274802,0.033971334611825554,3,5,policy,policy_frame_02916,policy_oco_ai_policy_spotlight_report_chunk_0078,policy_oco_ai_policy_spotlight_report,markdown/cleaned/policy/ireland/OCO-AI-Policy-Spotlight-report-.md,AI Act and AI policy,"The Communication set out a European initiative on AI, which aims to: boost EU technological and industrial capacity and AI uptake across the economy; prepare for socio-economic changes brought about by AI; and ensure an appropriate ethical and legal framework based on EU values and the Charter of Fundamental Rights of the EU.",prepare for socio-economic changes,brought about,by AI,0.47285714285714286,document_nmf_fallback,hybrid_span_projection,0.0010503009591268672
1,P1,causes_or_increases,0,P0,-0.015461020672274802,0.015461020672274802,0.033971334611825554,3,5,sentiment,sentiment_frame_00249,sentiment_original_ai_is_a_threat_to_the_essence_of_education_the_irish_times_chunk_0005,sentiment_original_ai_is_a_threat_to_the_essence_of_education_the_irish_times,markdown/cleaned/sentiment/AI is a threat to the essence of education – The Irish Times.md,Schools across Ireland are now looking at bringing in policies related to the acceptable use of AI. Will these policies include sections on teachers' use?,"Ultimately, we need to ask ourselves: do we want to move towards a school system where students produce AI-generated assessments and are then handed back AI-generated grades and comments in a bizarre feedback loop where humans sit on the margins of education?",do we want to move towards a school system where students,produce,AI-generated assessments and are then handed back AI-generated grades and comments in a bizarre feedback loop where humans sit on the margins of education?,0.8174999999999999,document_nmf_fallback,hybrid_span_projection,0.036879847956054534
1,P1,causes_or_increases,0,P0,-0.015461020672274802,0.015461020672274802,0.033971334611825554,3,5,sentiment,sentiment_frame_00573,sentiment_original_oco_ai_and_us_young_peoples_views_and_understanding_of_artificial_intelligence_chunk_0001,sentiment_original_oco_ai_and_us_young_peoples_views_and_understanding_of_artificial_intelligence,markdown/cleaned/sentiment/OCO-AI-and-Us-Young-peoples-views-and-understanding-of-Artificial-Intelligence.md,Introduction,"Speaking to young people about AI is really important, because AI is already a part of children's lives.",AI is already a part of children's lives.,because,Speaking to young people about AI is really important,0.7292063492063491,hybrid_span_projection,document_nmf_fallback,0.02254724009326173
4,P4,enables_or_supports,8,P8,-0.01608754615991724,0.01608754615991724,0.03345311178862383,4,3,policy,policy_frame_02222,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents_chunk_0001,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents,markdown/cleaned/policy/australia/generative-artificial-intelligence-in-schools-information-for-students-and-parents.md,How can generative AI be used in schools or at home?,Generative AI policy The Department of Education and Training (department) allows the use of generative AI in schools guided by Northern Territory Government and department policy.,Generative AI policy The Department of Education and Training (department),allows,the use of generative AI in schools guided by Northern Territory Government and department policy.,0.806142857142857,hybrid_span_projection,hybrid_span_projection,0.020672062229561177
4,P4,enables_or_supports,8,P8,-0.01608754615991724,0.01608754615991724,0.03345311178862383,4,3,policy,policy_frame_01164,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0023,policy_ai_policy_and_regulations_of_france_comprehensive_report,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,(V) France's Investment in AI and Computing Power,"By spreading investment, France seeks broad economic impact from AI, including modernizing small and medium enterprises with AI tools (the target to support 400 SMEs by 2025).","By spreading investment, France seeks broad economic impact from AI, including modernizing small and medium enterprises with AI tools (the target",to support,SMEs by 2025).,0.5709047619047618,hybrid_span_projection,document_nmf_fallback,0.0025990801590639215
4,P4,enables_or_supports,8,P8,-0.01608754615991724,0.01608754615991724,0.03345311178862383,4,3,sentiment,sentiment_frame_00094,sentiment_original_20251119_les_francais_lia_chunk_0004,sentiment_original_20251119_les_francais_lia,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,Une fracture avant tout cognitive,Une fracture avant tout cognitive L'étude permet de dépasser l'opposition simpliste entre 'technophobes' et 'technophiles'.,Une fracture avant tout cognitive L'étude,permet de,dépasser l'opposition simpliste entre 'technophobes' et 'technophiles'.,0.6351428571428571,hybrid_span_projection,document_nmf_fallback,0.07005068909121337
4,P4,enables_or_supports,8,P8,-0.01608754615991724,0.01608754615991724,0.03345311178862383,4,3,sentiment,sentiment_frame_00265,sentiment_original_ai_views_of_youth_workers_chunk_0009,sentiment_original_ai_views_of_youth_workers,markdown/cleaned/sentiment/AI_views of youth workers.md,2.1 AI and youth work workshop,The purpose of the workshop was to facilitate an open discussion with a group of symposium participants about their experiences of AI in the youth field sector.,The purpose of the workshop was,to facilitate,an open discussion with a group of symposium participants about their experiences of AI in the youth field sector.,0.6951428571428571,document_nmf_fallback,hybrid_span_projection,0.006797353159798394
7,P7,enables_or_supports,0,P0,0.011249927417865032,0.011249927417865032,0.033124724801955066,15,3,policy,policy_frame_03077,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy_chunk_0003,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy,markdown/cleaned/policy/australia/TAFE NSW Generative Artificial Intelligence in Education Policy.md,5. Responsible and Appropriate Use,"Responsible and Appropriate Use - 5.1 GenAI technology may be used by TAFE NSW to support teaching, learning and development of course materials, including learning and assessment materials.",Responsible and Appropriate Use - 5.1 GenAI technology may be used by TAFE NSW,to support,"teaching, learning and development of course materials, including learning and assessment materials.",0.8468571428571429,hybrid_span_projection,hybrid_span_projection,0.1031400027523561
7,P7,enables_or_supports,0,P0,0.011249927417865032,0.011249927417865032,0.033124724801955066,15,3,policy,policy_frame_00091,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0002,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-ruth-kennedy-revenue-commissioner-et-al-office-of-the-revenue-commissioners_en.md,"Opening Statement of Ruth Kennedy, Revenue Commissioner, to the Joint Committee on Artificial Intelligence on 20 January 2026.","For example, Revenue has deployed AI models to assist in more accurately directing taxpayer queries to the appropriate Revenue caseworker, assist staff in accessing all relevant information to allow them promptly and accurately respond to taxpayer queries and generate initial drafts of Tax and Duty Manuals which are then rigorously verified and refined by subject matter experts before publication.","For example, Revenue has deployed AI models to assist in more accurately directing taxpayer queries to the appropriate Revenue caseworker, assist staff in accessing all relevant information",to allow,them promptly and accurately respond to taxpayer queries and generate initial drafts of Tax and Duty Manuals which are then rigorously verified and refined by subject matter experts before publication.,0.9215,hybrid_span_projection,hybrid_span_projection,0.027023188577434108
7,P7,enables_or_supports,0,P0,0.011249927417865032,0.011249927417865032,0.033124724801955066,15,3,sentiment,sentiment_frame_00619,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0029,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,markdown/cleaned/sentiment/qqi_generative-artificial-intelligence-survey-report-2025.md,What needs to be done to enable staff to keep pace with changes you expect in education and in the workforce because of GenAI?,"An investment in resources and in facilities would be welcomed by staff to allow them, and their learners, access to the most recent tools and platforms.",An investment in resources and in facilities would be welcomed by staff,to allow,"them, and their learners, access to the most recent tools and platforms.",0.8848571428571427,hybrid_span_projection,hybrid_span_projection,0.00603315164733121
7,P7,enables_or_supports,0,P0,0.011249927417865032,0.011249927417865032,0.033124724801955066,15,3,sentiment,sentiment_frame_00068,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0048,sentiment_original_051024_insights_into_ai_and_the_youth_sector,markdown/cleaned/sentiment/051024_Insights into AI and the youth sector.md,"b. Hackathons, civic labs and games as a space to co-create with young people","With the support of the programme, organisations or informal groups can have their community mapped and integrated into a Minecraft game, allowing them to work on concrete ideas.","With the support of the programme, organisations or informal groups can have their community mapped and integrated into a Minecraft game",allowing,them to work on concrete ideas.,0.7201904761904762,hybrid_span_projection,document_nmf_fallback,0.0036995836515433967
0,P0,enables_or_supports,4,P4,0.011221933253252155,0.011221933253252155,0.03243555894419586,16,1,policy,policy_frame_01578,policy_ai_resources_chunk_0007,policy_ai_resources,markdown/cleaned/policy/usa/AI Resources.md,Be aware of the limits of ChatGPT:,You will need to refine your prompts in order to get good outcomes.,You will need to refine your prompts,in order to,get good outcomes.,0.494,hybrid_span_projection,hybrid_span_projection,0.046183878221675564
0,P0,enables_or_supports,4,P4,0.011221933253252155,0.011221933253252155,0.03243555894419586,16,1,policy,policy_frame_03041,policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students_chunk_0007,policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students,"markdown/cleaned/policy/australia/POLICY TITLE: Artificial Intelligence (AI) Usage Policy for Staff, Teachers and Students.md",Extent and acceptable use of AI with students,"3.4 AI use with students The purpose of integrating AI into student learning is to enhance educational experiences, foster critical thinking, and prepare students for the digital age.",3.4 AI use with students The purpose of integrating AI into student learning is to enhance educational experiences,foster,"critical thinking, and prepare students for the digital age.",0.7692142857142857,hybrid_span_projection,hybrid_span_projection,0.035636038946837596
0,P0,enables_or_supports,4,P4,0.011221933253252155,0.011221933253252155,0.03243555894419586,16,1,sentiment,sentiment_frame_00496,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0061,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,markdown/cleaned/sentiment/generative artificial intelligence in secondary education-KJ0125604ENN.md,5.2.2.2. Assessment practices,"This includes designing assignments that are less susceptible to AIgenerated responses and emphasising in-class discussions, which can help to promote critical thinking, creativity, and deeper engagement with the material, ultimately leading to a more holistic and effective learning experience.","This includes designing assignments that are less susceptible to AIgenerated responses and emphasising in-class discussions, which can help",promote,"critical thinking, creativity, and deeper engagement with the material, ultimately leading to a more holistic and effective learning experience.",0.9239999999999999,hybrid_span_projection,hybrid_span_projection,0.002417647356559528
8,P8,reduces_or_prevents,8,P8,-0.012930222577065723,0.012930222577065723,0.02977293775504659,8,1,policy,policy_frame_00089,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0001,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-ruth-kennedy-revenue-commissioner-et-al-office-of-the-revenue-commissioners_en.md,"Opening Statement of Ruth Kennedy, Revenue Commissioner, to the Joint Committee on Artificial Intelligence on 20 January 2026.",The availability of these services reduces the administrative burden on taxpayers and makes it as easy as possible to be tax compliant.,The availability of these services,reduces,the administrative burden on taxpayers and makes it as easy as possible to be tax compliant.,0.67375,document_nmf_fallback,document_nmf_fallback,0.020773442641227477
8,P8,reduces_or_prevents,8,P8,-0.012930222577065723,0.012930222577065723,0.02977293775504659,8,1,policy,policy_frame_02998,policy_our_ai_our_ambition_for_france_chunk_0012,policy_our_ai_our_ambition_for_france,markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,D THE SCALE OF THE ECONOMIC CHALLENGE: THE WORRYING WEAKNESS OF FRANCE AND EUROPE,"A lack of public engagement of the technological issues underlying AI and its potential impact on society Our collective aversion to risk, which leads us to avoid unproven technologies and business models Bureaucracy, which hinders public research in particular Lagging behind is not inevitable, and it's not too late to act.","A lack of public engagement of the technological issues underlying AI and its potential impact on society Our collective aversion to risk, which leads us",avoid,"unproven technologies and business models Bureaucracy, which hinders public research in particular Lagging behind is not inevitable, and it's not too late to act.",0.9792000000000001,hybrid_span_projection,hybrid_span_projection,0.014438278950244113
8,P8,reduces_or_prevents,8,P8,-0.012930222577065723,0.012930222577065723,0.02977293775504659,8,1,sentiment,sentiment_frame_00098,sentiment_original_20251119_les_francais_lia_chunk_0021,sentiment_original_20251119_les_francais_lia,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,Pour une politique européenne de formation tout au long de la vie,"Dans La fin de l'individu , Gaspard Koenig souligne que l'IA peut progressivement réduire les marges de manœuvre en orientant les choix, en anticipant les comportements et en rendant les alternatives moins visibles.","Dans La fin de l'individu , Gaspard Koenig souligne que l'IA peut progressivement",réduire,"les marges de manœuvre en orientant les choix, en anticipant les comportements et en rendant les alternatives moins visibles.",0.8738345864661654,document_nmf_fallback,document_nmf_fallback,0.07390376068490123
2,P2,enables_or_supports,2,P2,0.01387558727826707,0.01387558727826707,0.028853472601632794,6,1,policy,policy_frame_01737,policy_brisbanesde_ai_usage_policy_chunk_0006,policy_brisbanesde_ai_usage_policy,markdown/cleaned/policy/australia/brisbanesde-ai-usage-policy.md,Using AI to improve learning,Teachers can find a comprehensive list of pedagogical prompts to support AI use with students in the Artificial Intelligence folder on the Teaching and Learning Portal.,Teachers can find a comprehensive list of pedagogical prompts,to support,AI use with students in the Artificial Intelligence folder on the Teaching and Learning Portal.,0.7476349206349205,hybrid_span_projection,hybrid_span_projection,0.03632872351617492
2,P2,enables_or_supports,2,P2,0.01387558727826707,0.01387558727826707,0.028853472601632794,6,1,policy,policy_frame_03059,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1_chunk_0005,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,markdown/cleaned/policy/ireland/Ratified-AI-in-Assessment-Guidelines-for-Learners-v1.1.md,Restricted Use of Artificial Intelligence,"In this assessment, you can use generative artificial intelligence (AI) in order to [insert full details of function, task for which use is permitted] only., Any use of generative Artificial Intelligence must be appropriately acknowledged.","In this assessment, you can use generative artificial intelligence (AI)",in order to,"[insert full details of function, task for which use is permitted] only., Any use of generative Artificial Intelligence must be appropriately acknowledged.",0.7945454545454544,hybrid_span_projection,hybrid_span_projection,0.022732094500575537
2,P2,enables_or_supports,2,P2,0.01387558727826707,0.01387558727826707,0.028853472601632794,6,1,sentiment,sentiment_frame_00601,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0016,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,markdown/cleaned/sentiment/qqi_generative-artificial-intelligence-survey-report-2025.md,GenAI training for staff and learners,"For 28% of learner respondents (285 people) it is extremely important that staff involved in teaching, supporting learning, research or assessment have the skills to enable them to use GenAI effectively and responsibly.",For 28% of learner respondents (285 people) it is extremely important that staff involved in teaching,supporting,"learning, research or assessment have the skills to enable them to use GenAI effectively and responsibly.",0.9108124999999999,document_nmf_fallback,document_nmf_fallback,0.012161057399318678
6,P6,requires_or_depends_on,0,P0,0.013822566570933288,0.013822566570933288,0.028743219140233676,7,0,policy,policy_frame_01710,policy_asc_artificial_intelligence_policy_2025_chunk_0003,policy_asc_artificial_intelligence_policy_2025,markdown/cleaned/policy/australia/ASC-Artificial-Intelligence-Policy-2025.md,General Statement,"In circumstances where students are required to access AI tools and technologies which require any personal information to be provided, there will be appropriate communication to parents/carers to meet legislative requirements on privacy and equity.","any personal information to be provided, there will be appropriate communication to parents/carers to meet legislative requirements on privacy and equity.",require,In circumstances where students are required to access AI tools and technologies which,0.8414285714285713,hybrid_span_projection,hybrid_span_projection,0.1463039817714345
6,P6,requires_or_depends_on,0,P0,0.013822566570933288,0.013822566570933288,0.028743219140233676,7,0,policy,policy_frame_02114,policy_generative_ai_usage_policy_chunk_0011,policy_generative_ai_usage_policy,markdown/cleaned/policy/australia/Generative_AI_Usage_Policy.md,"You may, with caution (consult IT if unsure):",Use AI tools requiring logins or integrations AI tools integrated with Learning Management Systems (LMS) may require IT setup to align with security and compliance standards.,IT setup to align with security and compliance standards.,require,Use AI tools requiring logins or integrations AI tools integrated with Learning Management Systems (LMS) may,0.7764553571428571,hybrid_span_projection,hybrid_span_projection,0.04441591088920683
8,P8,enables_or_supports,7,P7,0.008827540537789513,0.008827540537789513,0.027678702297119114,20,2,policy,policy_frame_00092,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0002,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-ruth-kennedy-revenue-commissioner-et-al-office-of-the-revenue-commissioners_en.md,"Opening Statement of Ruth Kennedy, Revenue Commissioner, to the Joint Committee on Artificial Intelligence on 20 January 2026.",The commonality across these models is that they are designed to support human decision making with a clear focus on gaining efficiencies.,The commonality across these models is that they are,designed to,support human decision making with a clear focus on gaining efficiencies.,0.7488961038961038,document_nmf_fallback,hybrid_span_projection,0.029112156330946288
8,P8,enables_or_supports,7,P7,0.008827540537789513,0.008827540537789513,0.027678702297119114,20,2,policy,policy_frame_00007,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en_chunk_0003,policy_2025_11_18_opening_statement_dr_dan_mcquillan_senior_lecturer_in_critical_ai_goldsmiths_university_of_london_en,markdown/cleaned/policy/ireland/2025-11-18_opening-statement-dr-dan-mcquillan-senior-lecturer-in-critical-ai-goldsmiths-university-of-london_en.md,Recommendations,"Therefore, I also encourage the committee to place worker and community collectives at the heart of decision-making about AI, with a clear power of veto.","Therefore, I also",encourage,"the committee to place worker and community collectives at the heart of decision-making about AI, with a clear power of veto.",0.5709047619047618,document_nmf_fallback,hybrid_span_projection,0.02469873543629383
8,P8,enables_or_supports,7,P7,0.008827540537789513,0.008827540537789513,0.027678702297119114,20,2,sentiment,sentiment_frame_00231,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0089,sentiment_original_ai4t_wp3_d3_3_nr_ireland,markdown/cleaned/sentiment/AI4T_WP3_D3.3_NR_Ireland.md,7.2 On AI tools,"Specifically, they recommended conducting cost-benefit analyses of AI tools, having a dedicated AI policy, and encouraging staff professional learning about such tools.","Specifically, they recommended conducting cost-benefit analyses of AI tools, having a dedicated AI policy, and",encouraging,staff professional learning about such tools.,0.6519375,hybrid_span_projection,hybrid_span_projection,0.0030801853971591238
8,P8,enables_or_supports,7,P7,0.008827540537789513,0.008827540537789513,0.027678702297119114,20,2,sentiment,sentiment_frame_00566,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0082,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,markdown/cleaned/sentiment/generative artificial intelligence in secondary education-KJ0125604ENN.md,7. Policy considerations,"The European Commission offers resources to support the work of policymakers and educators in this regard, such as: - a.",The European Commission offers resources,to support,"the work of policymakers and educators in this regard, such as",0.599116883116883,hybrid_span_projection,hybrid_span_projection,0.000986916716642757
7,P7,expected_to_improve,5,P5,0.015165523158379508,0.015165523158379508,0.02717296972482384,4,1,policy,policy_frame_03074,policy_review_of_the_australian_framework_for_genai_in_schools_chunk_0001,policy_review_of_the_australian_framework_for_genai_in_schools,markdown/cleaned/policy/australia/Review of the Australian Framework for GenAI in Schools.md,2024 Review of the Australian Framework for Generative Artificial Intelligence in Schools,"The Taskforce's two working groups (AI in Practice and AI Compliance and Standards) deliver and oversee national work in six focus areas to enhance teaching and learning: workload, data security and privacy, equity, market power, research, and copyright.",The Taskforce's two working groups (AI in Practice and AI Compliance and Standards) deliver and oversee national work in six focus areas,to enhance,teaching and learning,0.6459195369847543,hybrid_span_projection,hybrid_span_projection,0.23631533476176814
7,P7,expected_to_improve,5,P5,0.015165523158379508,0.015165523158379508,0.02717296972482384,4,1,policy,policy_frame_01186,policy_ai_policy_april_2025_v2_chunk_0002,policy_ai_policy_april_2025_v2,markdown/cleaned/policy/usa/AI-Policy-April-2025-v2.md,Why do we need an AI strategy?,"Having an AI strategy is crucial: we must ensure that we make changes responsibly and safely so that all staff members can confidently use AI to enhance teaching and learning, as well as saving time on highinput, low-reward tasks to maximise staff impact and prioritise key areas.",we must ensure that we make changes responsibly and safely so that all staff members can confidently use AI,to enhance,"teaching and learning, as well as saving time on highinput, low-reward tasks to maximise staff impact and prioritise key areas.",0.9357499999999999,hybrid_span_projection,document_nmf_fallback,0.010840911553673881
7,P7,expected_to_improve,5,P5,0.015165523158379508,0.015165523158379508,0.02717296972482384,4,1,sentiment,sentiment_frame_00450,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0043,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,markdown/cleaned/sentiment/generative artificial intelligence in secondary education-KJ0125604ENN.md,5.1.1.1. GenAI and the integration of AI literacy into the formal curriculum,"Implications for educators Overall, the integration of GenAI in education was seen as an opportunity to enhance teaching and learning, but it is fully dependant on careful implementation underpinned by skills development among both in-service and pre-service teachers.","Implications for educators Overall, the integration of GenAI in education was seen as an opportunity",to enhance,"teaching and learning, but it is fully dependant on careful implementation underpinned by skills development among both in-service and pre-service teachers.",0.8685714285714285,hybrid_span_projection,hybrid_span_projection,0.0016035979924779102
8,P8,enables_or_supports,6,P6,0.009060299708631323,0.009060299708631323,0.02566976203564291,15,1,policy,policy_frame_02108,policy_generative_ai_usage_policy_chunk_0010,policy_generative_ai_usage_policy,markdown/cleaned/policy/australia/Generative_AI_Usage_Policy.md,You must not:,"Ongoing review The School's IT team will monitor the use of Generative AI to support compliance with The Privacy Act, the Australian Privacy Principles (APPs) and School policies.",Ongoing review The School's IT team will monitor the use of Generative AI,to support,"compliance with The Privacy Act, the Australian Privacy Principles (APPs) and School policies.",0.9025,hybrid_span_projection,hybrid_span_projection,0.04117198990628931
