topic,representativeness_score,topic_confidence,topic_margin,doc_id,source_type,synthetic_type,nmf_token_count,nmf_source_text,nmf_clean_text
6,1.0,1.0,1.0,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,original,not_synthetic,81,"Remittances Review

June, 2023

Volume: 8, No: 4, pp. 3625-3642

ISSN: 2059-6588 (Print) | ISSN 2059-6596 (Online)

| 20 | 46-60 | F | High School | Manufacturing | 2 | 5 |
|------|---------|-----|---------------|-----------------|-----|-----|
| 21 | 18-30 | M | High School | Retail | 5 | 1 |
| 22 | 31-45 | F | High School | Health Care | 3 | 3 |
| 23 | 18-30 | M | High School | Retail | 4 | 1 |
| 24 | 46-60 | F | High School | Manufacturing | 2 | 5 |
| 25 | 18-30 | M | Some College | Education | 5 | 1 |
| 26 | 31-45 | F | High School | Retail | 3 | 3 |
| 27 | 18-30 | M | High School | Retail | 4 | 2 |
| 28 | 46-60 | F | Some College | Health Care | 2 | 5 |
| 29 | 18-30 | M | High School | Retail | 5 | 1 |
| 30 | 31-45 | F | High School | Retail | 3 | 3 |

In light of the qualitative attributes and ordinal scale of the dataset, non-parametric statistical methodologies were judiciously selected for this investigation. Predominantly, Chi-Squared tests and Spearman's Rank Correlation Coefficient were utilized to evaluate the interrelationships among the delineated variables, namely ID, age, gender, level of educational attainment, employment sector, and the subjectively quantified measures of ""Optimism"" and ""Fear,"" each on a Likert scale ranging from 1 to 5. Descriptive Statistical Analysis In the realm of Optimism, the dataset manifested a mean score of 3.4, calculated via the formula: Mean Score (Optimism)=(4×11)+(3×11)+(2×5)+(5×3)30=3.4Mean Score (Optimism)=30(4×1 1)+(3×11)+(2×5)+(5×3)=3.4. Notably, the data exhibited bimodality with peaks at 3 and 4. As for the variable of Fear, the mean score coalesced at 2.93, as deduced by the formula: Mean Score (Fear)=(2×11)+(3×8)+(4×5)+(5×5)+130=2.93Mean Score (Fear)=30(2×11)+(3×8) +(4×5)+(5×5)+1=2.93, with the mode registering at 2.",review june volume print high manufacturing high retail high health care high retail high manufacturing college high retail high retail college health care high retail high retail light qualitative attribute ordinal scale non-parametric statistical methodology judiciously select investigation predominantly chi-squared test spearman rank correlation coefficient utilized evaluate interrelationship delineate variable age gender attainment employment sector subjectively quantified measure optimism fear scale descriptive statistical realm optimism manifest calculated formula optimism optimism notably bimodality peak variable fear coalesce deduced formula fear fear register
6,1.0,1.0,1.0,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,original,not_synthetic,76,"Data Collection and Structure

Female (F), and Other (O) 4. Education : Categorised into High School, Some College, and Bachelor's level 5. Employment : Categorised by sector (Retail, Health Care, Education, Manufacturing) 6. Optimism : Measured on a Likert scale from 1 to 5 (with 1 indicating extreme pessimism and 5 extreme optimism) 7. Fear : Measured on a Likert scale from 1 to 5 (with 1 indicating no fear and 5 extreme fear)

Table 4.1: Representation of AI Perception Among the Public in Dublin City

| ID | Age | Gender | Education | Employment | Optimism | Fear |
|------|-------|----------|--------------|---------------|------------|--------|
| 1 | 18-30 | M | High School | Retail | 4 | 2 |
| 2 | 31-45 | F | Some College | Health Care | 3 | 4 |
| 3 | 46-60 | M | High School | Manufacturing | 2 | 5 |
| 4 | 18-30 | F | Some College | Education | 5 | 1 |
| 5 | 31-45 | M | High School | Retail | 3 | 3 |
| 6 | 18-30 | F | High School | Retail | 4 | 2 |
| 7 | 46-60 | M | High School | Manufacturing | 2 | 4 |
| 8 | 18-30 | O | Some College | Education | 5 | 2 |
| 9 | 31-45 | M | High School | Retail | 3 | 3 |
| 10 | 18-30 | F | Some College | Health Care | 4 | 1 |
| 11 | 31-45 | M | High School | Retail | 3 | 4 |
| 12 | 46-60 | F | High School | Manufacturing | 2 | 5 |
| 13 | 18-30 | M | High School | Retail | 5 | 1 |
| 14 | 31-45 | F | Some College | Health Care | 3 | 3 |
| 15 | 18-30 | M | High School | Retail | 4 | 2 |
| 16 | 46-60 | F | High School | Manufacturing | 2 | 5 |
| 17 | 18-30 | M | Some College | Education | 5 | 1 |
| 18 | 31-45 | F | High School | Retail | 3 | 3 |
| 19 | 18-30 | M | High School | Retail | 4 | 2 |",collection structure female categorise high college bachelor employment categorise sector retail health care manufacture optimism measure scale indicate extreme pessimism extreme optimism fear measure scale indicate fear extreme fear representation perception public city age gender employment optimism fear high retail college health care high manufacturing college high retail high retail high manufacturing college high retail college health care high retail high manufacturing high retail college health care high retail high manufacturing college high retail high retail
6,1.0,1.0,1.0,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,original,not_synthetic,28,"Research Questions:

1. What are the prevalent themes of hope and fear towards AI in the public discourse in Dublin, Cork, and Limerick, and how do they contribute to the dominant narratives within the Republic of Ireland? 2. How do these localized narratives from Dublin, Cork, and Limerick inform the broader public's perception and acceptance of AI across Ireland? 3. How do demographic variables such as age, gender, education, and employment influence these narratives? 4. What are the potential impacts of these narratives on AI development strategies and public policy within the Republic of Ireland?",research prevalent theme hope fear public discourse contribute dominant narrative localize narrative inform broad public perception acceptance variable age gender employment influence narratives potential impact narratives strategy public
6,1.0,1.0,1.0,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,original,not_synthetic,34,"Remittances Review

June, 2023

Volume: 8, No: 4, pp. 3625-3642

ISSN: 2059-6588 (Print) | ISSN 2059-6596 (Online)

schema was employed on a dataset drawn from Cork City Centre, containing 30 respondents. This dataset furnished a heterogeneous demographic backdrop across various variables, including age, gender, educational levels, and employment sectors. Each respondent was evaluated for their levels of ""Optimism"" and ""Fear"" towards AI, employing a similar Likert scale ranging from 1 to 5, as represented in Table 4.2. This provides an invaluable comparative lens for understanding the sociocultural nuances that influence public attitudes towards AI.",review june volume print schema employ draw city centre contain furnish heterogeneous backdrop variable age gender employment sector evaluate optimism fear employ similar scale ranging represent invaluable comparative lens sociocultural nuance influence public attitude
6,1.0,1.0,1.0,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,original,not_synthetic,59,"Remittances Review

June, 2023

Volume: 8, No: 4, pp.

Remittances Review

June, 2023 Volume: 8, No: 4, pp. 3625-3642

ISSN: 2059-6588 (Print) | ISSN 2059-6596 (Online)

| 11 | 18-25 | M | High School | Warehouse Worker | 2 | 5 |
|------|---------|-----|---------------|--------------------|-----|-----|
| 12 | 26-35 | F | High School | Florist | 1 | 4 |
| 13 | 46-55 | M | High School | Farmer | 1 | 5 |
| 14 | 55+ | F | High School | Baker | 1 | 4 |
| 15 | 36-45 | M | High School | Dishwasher | 2 | 5 |
| 16 | 18-25 | F | High School | Hostess | 1 | 5 |
| 17 | 26-35 | M | High School | Street Vendor | 1 | 4 |
| 18 | 36-45 | F | High School | Housekeeper | 1 | 5 |
| 19 | 46-55 | M | High School | Fisherman | 2 | 4 |
| 20 | 55+ | F | High School | Retired | 2 | 5 |
| 21 | 26-35 | M | Some College | Bike Courier | 1 | 5 |
| 22 | 36-45 | F | High School | Massage Therapist | 1 | 4 |
| 23 | 46-55 | M | High School | Unemployed | 2 | 5 |
| 24 | 55+ | F | High School | Retired | 2 | 5 |
| 25 | 18-25 | M | High School | Car Wash Attendant | 1 | 4 |
| 26 | 26-35 | F | Some College | Dog Walker | 1 | 5 |
| 27 | 36-45 | M | High School | Security Guard | 1 | 4 |
| 28 | 46-55 | F | High School | Homemaker | 2 | 5 |
| 29 | 55+ | M | High School | Retired | 1 | 5 |
| 30 | 18-25 | F | High School | Gym Receptionist | 1 | 4 |

The dataset from Table 4.3 paints a nuanced picture of public perceptions towards artificial intelligence (AI) among 30 respondents in Limerick City Centre.",review june volume review june volume print high warehouse worker high florist high farmer high baker high dishwasher high hostess high street high housekeeper high fisherman high college bike courier high massage therapist high unemployed high high car wash attendant college dog walker high security guard high homemaker high high gym receptionist paint nuanced picture public perception city centre
7,1.0,1.0,1.0,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,52,"4. Coding Process - Tagging - Example 1: Learning day unclear learning intentions

- lack of classroom relevance To be honest, I liked the way that it was set up. After the first day I felt I was a bit, I suppose, unsure about what exactly was being asked of us, you know. There was lots of, you know, information from speakers, etc. And it was all very interesting information, but honestly, I left just not entirely knowing what I was meant to do when I got back to school. Document: S2.docx Tags: Learning day - unclear learning intentions

I found them all useful, but I felt there should have been an additional talk that's saying: Listen, when you go back to school tomorrow, this is what we're asking you to do. And for it to be clear, because it wasn't clear. Somebody spoke about Photomath. They spoke … I heard about lots of AI technologies, but it wasn't like: this is what we're asking you to do. So I think that could have been just a little plainer to go back and just what the expectation was, ahead of the first check in. Document: S2.docx Tags: Learning day - unclear learning intentions

I think I would restructure the first day, include the talks but have a bit more structure about the expectations of what teachers are asked to do. Document:

S2.docx

Tags:

Learning day - unclear learning intentions",cod unclear intention lack relevance honest set felt suppose unsure exactly know know speaker interest honestly leave entirely know meant tags unclear intention useful felt additional talk listen tomorrow clear clear somebody speak spoke hear think little plain expectation ahead check unclear intention think restructure talk structure expectation teacher tags unclear intention
7,1.0,1.0,1.0,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,64,"4. Coding Process - Tagging - Example 1: Learning day unclear learning intentions

I suppose one of the things with the face-to-face sessions is that the learning intentions were not especially clear. I'm coming from quite a teaching background saying that. It was just kind of introducing us to what AI is, and how it is being used in different industries. It wasn't necessarily guided by how we use it in the classroom. Document: E.docx Tags: Learning day - unclear learning intentions

I suppose when I left the initial launch day, I still wasn't entirely sure what I was going to do in my classroom. There was about fifteen minutes talking about Photomath, and then everything else was talking about, in general, what AI is. So, I think a bit more focus on … I'm selfish, like how am I going to apply this in the classroom? What am I going to do? But I also understand that you want it to have a bit of creativity, and you don't want to be like: teach this lesson. But maybe even an email, different ideas that we could have used, and different ways other teachers would have thought about it, Photomath in the classroom. Just a launchpad to jump off from. Document: E.docx

Tags: Learning day - unclear learning intentions

Yeah, I found it was just really short, and I didn't … like coming out of it, I didn't really know 100% what I really had to do in my classroom, but I knew one of the guys that was in it as well, and we kinda talked about it a bit as well, because we knew each other from college. Document: S1.docx Tags: Learning day - unclear learning intentions; Learning day - lack of classroom relevance

To be honest, I liked the way that it was set up. After the first day I felt I was a bit, I suppose, unsure about what exactly was being asked of us, you know. There was lots of, you know, information from speakers, etc.",cod unclear intention suppose thing face-to-face intention especially clear come teach background introduce industry necessarily guide unclear intention suppose leave initial launch entirely sure talk talk think focus selfish apply creativity teach maybe email idea teacher think launchpad jump unclear intention yeah short come know knew guy kinda talk knew college unclear intention lack relevance honest set felt suppose unsure exactly know know speaker
7,0.9701256903379302,0.9701256903379302,0.9402513806758603,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,24,"c) Online seminars

In general, participants spoke a lot less about the online sessions than both the MOOC and the learning days. Many commented that the sessions were useful in terms of clarifying what they were expected to do in the classroom. Indicative comment: 'Just to see that we are going on the right path, and we are kind of using the app properly. Because, as I said, I missed the first one, so I kind of was like, oh, what am I actually really doing? And then the second one. I was kind of like, okay, I'm doing it properly in the classroom.'

Participants also discussed that the sessions were useful for exchanging ideas about the project and its implementation in their school. Indicative comment: 'But then when we had the follow-up meetings, then I could hear what my colleagues were doing, what we were struggling with, and from then on it was much easier to gauge what everyone else was doing and what I could do too.'",seminar speak mooc useful term clarify expect path properly missed second okay properly discuss useful exchange ideas follow-up meeting hear colleague struggle easy gauge
7,0.9063603857416845,0.9063603857416845,0.8407937407576083,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,52,"a) Learning days

to have the point of view of everybody else, and to see why people agreed with certain statements. We kind of … sometimes you're stuck in your own opinions, and then somebody else kind of explains their opinion about it, and you're thinking, oh, yeah, I can see that now. I wouldn't have seen it beforehand, but having the chat here, I can see how that could be a problem or how it's not a problem, you know.'

Some critical feedback about the learning days related to the lack of clear learning intentions for the pathway, and how participants left the first day without a clear understanding of how they were supposed to implement AI in the classroom. Indicative comment: 'I suppose when I left the initial launch day, I still wasn't entirely sure what I was going to do in my classroom. There was about fifteen minutes talking about Photomath, and then everything else was talking about, in general, what AI is. So, I think a bit more focus on … I'm selfish, like how am I going to apply this in the classroom? What am I going to do?'

Relatedly, some participants also spoke about how the information they learnt about AI in the learning day (particularly the first day) was not relevant to their classroom practice. Indicative comment: 'And the first day I found it was very interesting, but I found that there wasn't much towards the AI that we would be using in the class, and it was just, I suppose, like most of it, it was really good to know about it, but I'd rather if there was a lot more, maybe like, could be a half an hour or an hour on what we would actually be doing in our classrooms.'

Figure 14: Teachers' feedback relating to the AI4T professional learning pathway",point view people statement stuck opinion somebody explain opinion think yeah chat problem problem know critical feedback lack clear intention leave clear suppose suppose leave initial launch entirely sure talk talk think focus selfish apply relatedly speak learnt particularly interest found class suppose good know maybe half hour hour teacher feedback professional
7,0.9055642533677241,0.9055642533677241,0.8264846649271161,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,62,"5. Coding Process - Tagging - Example 2: Benefits of multiple subjects in AI4T

So I think it was great to have different maths teachers. And I know that it was quite a different spread of interests and experience. But also it was very good to have a different subject as well, and understanding how a humanities subject would bring in this technology, and their concerns. So having colleagues there from different schools and different experiences focused the learning on all classes. Not just your own specific context. Document: E.docx Tags: Benefit of multiple subjects in AI4T

D: That's interesting that you said not just maths teachers in the group … Were there aspects that the humanities people brought up that you hadn't thought about? E: Yeah I think-maybe I'm generalising-but they would talk a lot more about the risks … We're very black and white in maths, it's like: You're right, three points, three out of five, done done done. Whereas it's a lot more like, can AI capture the language? Can it pronounce everything? And things like that. So being able to understand more subtle uses for AI, instead of being like, this is the answer. Did you get the answer? Document: E.docx Tags: Benefit of multiple subjects in AI4T

No, I think it's beneficial, certainly, because oftentimes there are kinds of cross-curricular links, as you know yourself, in schools. And that's really important to be able to do that. And I found myself, I was coming back to the maths department in my own school and thinking, oh, have you tried this app, I just heard about it. And so, even if I couldn't use it, I was able to share that across the board so that others could share it, even though they weren't necessarily part of the project.",cod benefit subject think great maths teacher know spread interest experience good subject humanity subject bring concern colleague experience focus class context benefit subject interest maths teacher aspect humanity people bring think yeah think-maybe generalising-but talk risk white math point capture language pronounce thing subtle instead benefit subject think beneficial certainly oftentimes cross-curricular link know come math think tried heard board necessarily
8,1.0,1.0,1.0,sentiment_original_20251119_les_francais_lia,original,not_synthetic,118,"Effets positifs et négatifs perçus du développement du numérique par secteur

Cette figure présente les effets perçus du développement des usages numériques dans différents secteurs et aspects de la vie. Les résultats sont les suivants :

- Les entreprises, l’économie : 74 % d’effets positifs, 16 % d’effets négatifs. - La capacité à être bien informé en ayant accès à différentes sources : 73 % positifs, 20 % négatifs. - L’accès à la culture, à l’art et aux loisirs : 73 % positifs, 15 % négatifs. - L’éducation, les apprentissages, la formation tout au long de la vie : 68 % positifs, 24 % négatifs. - La communication entre les personnes et avec ses proches : 63 % positifs, 30 % négatifs. - Les conditions de travail et l’emploi : 63 % positifs, 24 % négatifs. - La santé des personnes : 62 % positifs, 26 % négatifs. - La sécurité des biens et des personnes : 58 % positifs, 28 % négatifs. - Le bien-être des personnes : 52 % positifs, 35 % négatifs. - L’inclusion sociale : 50 % positifs, 32 % négatifs. - La manière de consommer : 50 % positifs, 36 % négatifs. - La lutte contre le changement climatique : 47 % positifs, 33 % négatifs. Les réserves existent, mais se concentrent sur des sujets plus sensibles : l'inclusion (50 % d'avis positifs contre 32 % négatifs), les modes de consommation (50 % contre 36 %), et, surtout, la lutte contre le changement climatique, pour laquelle seuls 47 % des répondants jugent l'impact du numérique positif, contre 33 % qui l'estiment négatif. Les opportunités sont massivement relevées : 92 % des répondants évoquent la recherche et l'innovation, 82 % la santé et le bien-être, 82 % pour l'emploi et la formation.",effets positifs négatifs perçus développement numérique secteur présente effets perçus développement usage numériques différents secteurs aspect vie résultats suivants entreprises économie effets positifs effets négatifs capacité bien informé accès différentes source positifs négatifs accès culture art loisirs positifs négatifs apprentissages long vie positifs négatifs communication entre personnes proches positifs négatifs condition travail emploi positifs négatifs santé personnes positifs négatifs sécurité biens personnes positifs négatifs bien-être personnes positifs négatifs inclusion sociale positifs négatifs consommer positifs négatifs lutte contre changement climatique positifs négatifs réserves existent concentrent sujets sensibles inclusion avis positifs contre négatifs consommation contre surtout lutte contre changement climatique laquelle seuls répondants jugent impact numérique positif contre estiment négatif opportunités massivement relevées répondants évoquent recherche innovation santé bien-être emploi
8,1.0,1.0,1.0,sentiment_original_20251119_les_francais_lia,original,not_synthetic,84,"Impact perçu du développement du numérique sur les entreprises françaises et la société française

Cette figure compare la manière dont les répondants français perçoivent l’impact global du développement du numérique sur les entreprises françaises et sur la société française en général. Pour les entreprises françaises, les effets positifs dominent fortement. - Très positifs : 18 %
- Plutôt positifs : 62 %
- Plutôt négatifs : 8 %
- Très négatifs : 3 %
- Ne sait pas : 9 %
- Total effets positifs : 80 %
- Total effets négatifs : 11 %

Pour la société française en général, les perceptions restent majoritairement positives, mais moins nettement que pour les entreprises. - Très positifs : 10 %
- Plutôt positifs : 53 %
- Plutôt négatifs : 22 %
- Très négatifs : 7 %
- Ne sait pas : 8 %
- Total effets positifs : 63 %
- Total effets négatifs : 29 %

Pour l'IA, l'appréciation est plus réservée. Certes, 60 % des répondants estiment qu'elle est susceptible d'avoir des effets positifs pour les entreprises, mais ce pourcentage tombe à 47 % lorsqu'il s'agit de projeter ses éventuels effets positifs sur la société. La technologie en ellemême ne semble pas rejetée : elle invite à la mesure, à la prudence et, peut-être, à l'hésitation.",impact perçu développement numérique entreprises françaises société française compare répondants français perçoivent impact global développement numérique entreprises françaises société française général entreprises françaises effets positifs dominent fortement positifs plutôt positifs plutôt négatifs négatifs sait effets positifs effets négatifs société française général perception restent majoritairement positive nettement entreprises positifs plutôt positifs plutôt négatifs négatifs sait effets positifs effets négatifs appréciation réservée certes répondants estiment susceptible effets positifs entreprises pourcentage tombe lorsque agit projeter éventuels effets positifs société ellemême semble rejetée invite mesure prudence peut-être hésitation
8,1.0,1.0,1.0,sentiment_original_20251119_les_francais_lia,original,not_synthetic,80,"Sur la société française en général

- Ensemble : 47 % positifs, 37 % négatifs, 16 % ne sait pas. - Hommes : 55 % positifs, 35 % négatifs, 10 % ne sait pas. - Femmes : 40 % positifs, 40 % négatifs, 20 % ne sait pas. - 18–24 ans : 60 % positifs, 35 % négatifs, 5 % ne sait pas. - 25–34 ans : 54 % positifs, 37 % négatifs, 9 % ne sait pas. - 35–49 ans : 49 % positifs, 35 % négatifs, 16 % ne sait pas. - 50–64 ans : 44 % positifs, 37 % négatifs, 19 % ne sait pas. - 65 ans et plus : 39 % positifs, 42 % négatifs, 19 % ne sait pas. - Revenus faibles : 41 % positifs, 42 % négatifs, 17 % ne sait pas. - Revenus moyens : 50 % positifs, 36 % négatifs, 14 % ne sait pas. - Revenus élevés : 53 % positifs, 31 % négatifs, 16 % ne sait pas. - Inférieur au Bac : 37 % positifs, 46 % négatifs, 17 % ne sait pas. - Bac : 49 % positifs, 36 % négatifs, 15 % ne sait pas. - Bac +2 : 48 % positifs, 37 % négatifs, 15 % ne sait pas. - Supérieur à Bac +2 : 51 % positifs, 34 % négatifs, 15 % ne sait pas. - Utilisateurs réguliers de l’IA : 82 % positifs, 16 % négatifs, 2 % ne sait pas. - Non-utilisateurs de l’IA : 16 % positifs, 60 % négatifs, 24 % ne sait pas. Autrement dit : l'usage nourrit la compréhension, son absence nourrit la crainte.",société française général ensemble positifs négatifs sait hommes positifs négatifs sait femmes positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait revenus faibles positifs négatifs sait revenus moyens positifs négatifs sait revenus élevés positifs négatifs sait inférieur bac positifs négatifs sait bac positifs négatifs sait bac positifs négatifs sait supérieur bac positifs négatifs sait utilisateurs réguliers positifs négatifs sait non-utilisateurs positifs négatifs sait autrement dit usage nourrit compréhension absence nourrit crainte
8,1.0,1.0,1.0,sentiment_original_20251119_les_francais_lia,original,not_synthetic,94,"Sur les entreprises françaises. Impact perçu de l'IA selon le genre, l'âge, le revenu, le diplôme et l'usage de l'IA

Cette figure compare les perceptions de l’impact de l’intelligence artificielle selon différents groupes sociaux. Elle distingue l’impact perçu sur les entreprises françaises et sur la société française en général.

Sur les entreprises françaises

- Ensemble : 60 % positifs, 25 % négatifs, 15 % ne sait pas. - Hommes : 68 % positifs, 22 % négatifs, 10 % ne sait pas. - Femmes : 52 % positifs, 29 % négatifs, 19 % ne sait pas. - 18–24 ans : 68 % positifs, 25 % négatifs, 7 % ne sait pas. - 25–34 ans : 67 % positifs, 25 % négatifs, 8 % ne sait pas. - 35–49 ans : 59 % positifs, 25 % négatifs, 16 % ne sait pas. - 50–64 ans : 55 % positifs, 25 % négatifs, 20 % ne sait pas. - 65 ans et plus : 58 % positifs, 26 % négatifs, 16 % ne sait pas. - Revenus faibles : 50 % positifs, 33 % négatifs, 17 % ne sait pas. - Revenus moyens : 64 % positifs, 24 % négatifs, 12 % ne sait pas. - Revenus élevés : 67 % positifs, 17 % négatifs, 16 % ne sait pas. - Inférieur au Bac : 48 % positifs, 33 % négatifs, 19 % ne sait pas. - Bac : 60 % positifs, 27 % négatifs, 13 % ne sait pas. - Bac +2 : 61 % positifs, 24 % négatifs, 15 % ne sait pas. - Supérieur à Bac +2 : 65 % positifs, 21 % négatifs, 14 % ne sait pas. - Utilisateurs réguliers de l’IA : 89 % positifs, 9 % négatifs, 1 % ne sait pas. - Non-utilisateurs de l’IA : 33 % positifs, 42 % négatifs, 25 % ne sait pas.",entreprises françaises impact perçu genre âge revenu diplôme usage compare perception impact différents groupes sociaux distingue impact perçu entreprises françaises société française général entreprises françaises ensemble positifs négatifs sait hommes positifs négatifs sait femmes positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait positifs négatifs sait revenus faibles positifs négatifs sait revenus moyens positifs négatifs sait revenus élevés positifs négatifs sait inférieur bac positifs négatifs sait bac positifs négatifs sait bac positifs négatifs sait supérieur bac positifs négatifs sait utilisateurs réguliers positifs négatifs sait non-utilisateurs positifs négatifs sait
8,1.0,1.0,1.0,sentiment_original_20251119_les_francais_lia,original,not_synthetic,70,"Impact perçu de l'intelligence artificielle sur les entreprises françaises et la société française

Cette figure compare la manière dont les répondants français perçoivent l’impact global de l’intelligence artificielle sur les entreprises françaises et sur la société française en général. Pour les entreprises françaises, les perceptions sont majoritairement favorables. - Très positifs : 13 %
- Plutôt positifs : 47 %
- Plutôt négatifs : 16 %
- Très négatifs : 9 %
- Ne sait pas : 15 %
- Total effets positifs : 60 %
- Total effets négatifs : 25 %

Pour la société française en général, l’opinion est davantage partagée. - Très positifs : 9 %
- Plutôt positifs : 38 %
- Plutôt négatifs : 25 %
- Très négatifs : 12 %
- Ne sait pas : 16 %
- Total effets positifs : 47 %
- Total effets négatifs : 37 %

Car s'agissant de l'IA, la part des indécis est nettement plus élevée que pour le numérique : 1 français sur 7 ne parvient pas à avoir une opinion tranchée sur les effets de l'IA sur nos vies. Cette indécision ne traduit pas seulement une hésitation, mais une difficulté de projection et, sans doute, d'appropriation.",impact perçu entreprises françaises société française compare répondants français perçoivent impact global entreprises françaises société française général entreprises françaises perception majoritairement favorables positifs plutôt positifs plutôt négatifs négatifs sait effets positifs effets négatifs société française général opinion davantage partagée positifs plutôt positifs plutôt négatifs négatifs sait effets positifs effets négatifs car agissant indécis nettement élevée numérique français parvient opinion tranchée effets vie indécision traduit seulement hésitation difficulté projection doute appropriation
